County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
St. Lawrence,Potsdam Farmers' Market,Main St near Ives Park adjacent to Clarkson Inn,Main St and Union St,Potsdam,NY,13676,Fred Hanss,3152651670,,Sat 9am-2pm,May 14-October 29,P/M,Y,Y,N,Y,44.66865,-74.98493,"(44.66865, -74.98493)"
Queens,Forest Hills Greenmarket,106-28 Queens Blvd at 70th Ave near Post Office,106-28 Queens Blvd.,Queens,NY,11375,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/queens/forest-hills,Sun 8am-2pm,Year-Round,YR,Y,Y,N,Y,40.72193,-73.84676,"(40.72193, -73.84676)"
Queens,Amjoy Farmers Market Rosedale,Brookville Park Rosedale,South Conduit Ave and 149th Ave,Rosedale,NY,11422,Joy Ibinedion,3476353302,,Sat/Sun 9am-5pm,May 8-November 20,P/M,Y,N,N,Y,40.66535,-73.72831,"(40.66535, -73.72831)"
Livingston,Lima Presbyterian Church Farmers' Market,"7295 W. Main St., Corner of Route 15A",7295 W. Main St.,Lima,NY,14485,Suzanne Muehleisen,5857529238,http://limapreschurch.org,Tuesday  3pm-6pm,June 21-October 25,M,N,N,N,Y,42.90496,-77.61175,"(42.90496, -77.61175)"
Chautauqua,Scott's Farm & Greenhouse Farm Stand,6029 Route 60 Sinclairville,6029 Route 60,Sinclairville,NY,14782,Kurt Scott,7166404447,,Daily 9am-6pm,March 31-December 25,P/M/X,Y,Y,N,Y,42.26142,-79.28836,"(42.26142, -79.28836)"
Franklin,JCEO MM-Franklin Co Courthouse,355 W Main St.  Malone,355 W Main St.,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Tue 12pm-2pm,June 1-September 30,M,Y,Y,N,Y,44.84882,-74.29518,"(44.84882, -74.29518)"
Bronx,Harvest Home Hunts Point Farmers' Market,"Monsignor Del Valle Park, E 163 St btwn Southern & Bruckner Blvds",925 Hunts Point Ave.,Bronx,NY,10474,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wed 8am-4pm,June 15-November 23,M,Y,Y,N,Y,40.82073,-73.89088,"(40.82073, -73.89088)"
Saratoga,Gansevoort Farmers' Market,Gansevoort Village Park  Catherine St.,Main St. at Catherine St.,Gansevoort,NY,12831,Linda Gifford,5187961686,,Tue 3pm-6pm,June 21-October 25,M,Y,N,N,Y,43.19892,-73.65046,"(43.19892, -73.65046)"
Schenectady,Veggie Mobile-Hillside View Apts,602 Craig Street  Schenectady,602 Craig Street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.captialroots.org,Friday 2:15pm-3pm,Year-round,YR,N,Y,N,Y,42.80323,-73.93741,"(42.80323, -73.93741)"
Otsego,Oneonta WINTER Farmers' Market,"Foothills Performing Arts & Civic Center, 24 Market St., Oneonta",196 Main Street,Oneonta,NY,13820,Betty Lee,6072671807,http://www.oneontafarmersmarket.com,Saturday  9am-12pm,Nov 7-April 24,X/W/P,N,N,N,Y,42.45397,-75.06188,"(42.45397, -75.06188)"
Franklin,Franklin WINTER Farmers Market,Franklin Railroad Museum and Franklin Community Center,574 Main St.,Franklin,NY,13775,Brian Brock,5187060612,,Second Sundays 10am-1pm,December 12-April 1,X/W/P,N,N,N,Y,42.3418,-75.16374,"(42.3418, -75.16374)"
Tioga,Seven Counties Farmers' Market-Tues,153 Main St. Owego,Main St and Central Ave,Owego,NY,13827,John Purdy,6076428439,,Tue 9am-1pm,June 24-October 28,M,Y,N,N,Y,42.10324,-76.26314,"(42.10324, -76.26314)"
Washington,Cambridge Valley WINTER Farmers' Market,"Brieman Building , Park Place",Park Place,Cambridge,NY,12816,Lindsay Fisk,5185389467,,Sunday  12pm-2pm,Nov 6-December 18,M/X,N,N,N,Y,43.02872,-73.37955,"(43.02872, -73.37955)"
Niagara,Veggie Van-UGRRHC Train Station,825 Depot Avenue Niagara Falls,825 Deport Ave W,Niagara Falls,NY,14305,Jen Regan,7164338839,http://cceniagracounty.org,Thursday 12:30pm-2pm,June 14-October 20,M,N,N,N,Y,43.10991,-79.05507,"(43.10991, -79.05507)"
Monroe,Curbside Market-Buena Vista Manor,229 Avenue A Rochester,229 Avenue A,Rochester,NY,14621,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Thu 1:45pm-2:45pm,Year-round,YR,Y,Y,N,Y,43.17777,-77.61842,"(43.17777, -77.61842)"
Kings,Bartel-Pritchard Square Wed Greenmarket,205 Prospect Park at West 15th St inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wed 8am-3pm,Year-round,YR,Y,Y,N,Y,40.6616,-73.97939,"(40.6616, -73.97939)"
Schenectady,Schenectady WINTER Greenmarket,"Proctors Theater, 432 State St.",432 State St.,Schenectady,NY,12305,Erika Baer,5189860318,http://www.schenectadygreenmarket.com,Sunday  10am-2pm,"December 5-April 24, 2022",X/W/P,N,Y,N,Y,42.812373,-73.941802,"(42.812373, -73.941802)"
Delaware,Covered Bridge Farm Market,331 Covered Bridge Rd Undadilla,331 Covered Bridge Rd,Unadilla,NY,13849,Erin Johnson,9147992078,,Daily 10am-6pm,July 5-October 31,M,Y,N,N,Y,42.33657,-75.28612,"(42.33657, -75.28612)"
Suffolk,Islip Farmers' Market,"Town Hall Pkg lot , 655 Montauk Hwy Rt 27A",655 Main Street,Islip,NY,11751,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Sat 7am-12pm,June 4-Nov 19,M,Y,N,N,Y,40.72975,-73.21077,"(40.72975, -73.21077)"
New York,Inwood Greenmarket,"620 Isham St Isham Park, btwn Seaman Ave & Cooper St",Isham St and Seaman St,New York,NY,10034,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/inwood,Sat 8am-3pm,Year-round,YR,Y,Y,N,Y,40.86988,-73.9209,"(40.86988, -73.9209)"
Dutchess,Rhinebeck Farmers' Market,Municipal lot 61 E. Market St.,61 East Market St,Rhinebeck,NY,12572,Andrea Bartolomeo,5188211481,http://www.rhinebeckfarmersmarket.com,Sun 10am-2pm,May 1-December 18,P/M/X,Y,Y,N,Y,41.92704,-73.91027,"(41.92704, -73.91027)"
New York,Union Square Saturday Greenmarket,"31 Union Square W , NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket,Sat 8am-6pm,Year-round,YR,Y,Y,N,Y,40.7371,-73.99032,"(40.7371, -73.99032)"
Washington,Whitehall Rt. 22 Farmers' Market,Canal Park Pavillion Skenesborough Dr,Skenesborugh Drive Canal Park,Whitehall,NY,12887,Cyd Groff,5186421653,,Tue 1pm-4pm,June 7-October 18,M,Y,Y,N,Y,43.55205,-73.40302,"(43.55205, -73.40302)"
Rensselaer,Veggie Mobile Sprout-Lansingburgh Apts,41 114th Street Troy,41 114th Street,Troy,NY,12182,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 2:30pm-3:15pm,Year-round,YR,N,Y,N,Y,42.77223,-73.67258,"(42.77223, -73.67258)"
Herkimer,Little Falls Farmers' & Flea Market,M&T Bank parking lot  Albany St.,Albany Street and 2nd Street,Little Falls,NY,13365,Mary Davis,3158662619,,Saturday  8am-12pm,May 7-October 29,P/M,N,N,N,Y,43.04284,-74.85828,"(43.04284, -74.85828)"
Erie,Hamburg Farmers' Market,45 Church St.,45 Church St.,Hamburg,NY,14075,Jamie Decker,7166497917,,Sat 7:30am-1pm,May 7-October 29,P/M,Y,N,N,Y,42.71677,-78.82994,"(42.71677, -78.82994)"
Bronx,Norwood GrowNYC Farm Stand,E Gun Hill Rd. & Dekalb Ave.,Dekalb Ave. and East Gun Hill Rd.,Bronx,NY,10467,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Thursday  8:30am-4pm,Year-round,YR,N,Y,N,Y,40.88223,-73.88048,"(40.88223, -73.88048)"
Sullivan,Liberty Farmers' Market,119 N Main Street Creekside Park,119 N Main St,Liberty,NY,12754,Beth Scullion,8454391230,https://www.catskillmountainkeeper.org/mountainkeeper_markets,Fri 3pm-6pm,June 17-September 16,M,Y,Y,N,Y,41.80129,-74.74684,"(41.80129, -74.74684)"
Wayne,Sodus Farmers' Market,58 W. Main St.  Sodus Methodist Church,58 West Main St,Sodus,NY,14551,Sandy Hall,3154838029,http://www.sutmc.org/sodus-farmers-market,Wed 2:30pm-6pm,June 15-October 12,M,Y,Y,N,Y,43.23615,-77.06587,"(43.23615, -77.06587)"
Cayuga,Auburn Sat Farmers' Co-op Market,96 State St Curley's Restaurant Pkg Lot,96 State Street,Auburn,NY,13021,Mark Soper,3157048609,http://www.auburnfarmerscoopmarketinc.com,Sat 7am-2pm,June 2-October 29,M,Y,Y,N,Y,42.93406,-76.56985,"(42.93406, -76.56985)"
Montgomery,Canajoharie Farmers' Market,24 Church Street Wagner Square parking lot,24 Church Street,Canajoharie,NY,13317,Janet L. Stanley,5186730292,,Sunday 11a-2p,May15-Oct 30,P/M,N,N,N,Y,42.90515,-74.57222,"(42.90515, -74.57222)"
Albany,Veggie Mobile-Thurlow Terrace,2 Thurlow Terrace Albany,2 Thurlow Terrace,Albany,NY,12203,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 12pm-1pm,Year-round,YR,N,Y,N,Y,42.65998,-73.77276,"(42.65998, -73.77276)"
Monroe,Curbside Market-The Hamilton Apts,185 Mt. Hope Ave Rochester,185 Mount Hope Avenue,Rochester,NY,14620,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Sat 2pm-3:30pm,Year-round,YR,Y,Y,N,Y,43.14573,-77.61013,"(43.14573, -77.61013)"
Erie,MAP Mobile Market-Elim Fellowship,"70 Chalmers Ave Buffalo, Parking lot at Holden St",70 Chalmers Avenue,Buffalo,NY,14214,Karine Amato,7168825327,http://www.mass-ave.org,Wed 4pm-6pm,June 8-October 2,M,Y,Y,N,Y,42.93779,-78.83581,"(42.93779, -78.83581)"
Orleans,Roberts Farm Market,11170 Maple Ridge Rd. Medina,11170 Maple Ridge Rd.,Medina,NY,14103,Margaret Roberts,5857984247,http://www.robertsfarmmarket.com,Mon-Sat  8am-6pm,Year-round,YR,N,N,N,Y,43.20679,-78.40098,"(43.20679, -78.40098)"
Clinton,Prays Family Farm Stand-Plattsburgh,605 State Route 3 Plattsburgh,605 State Route 3,Plattsburgh,NY,12944,Maureen Pray,5185695307,,Daily  8:30am-6pm,Year-round,YR,N,N,N,Y,44.6948,-73.5069,"(44.6948, -73.5069)"
New York,Astor Place Greenmarket,149-179 E 8th St New York,149-179 E 8th St,t New York,NY,11218,Siobahn Keys,2127887476,https://www.grownyc.org,Tue 8am-5pm,June 7-November 22,M,Y,Y,N,Y,40.64658,-73.97198,"(40.64658, -73.97198)"
Orange,West Point/Town of Highlands Farmers' Market,"Main St. Municipal lot Highland Falls, across from Visitor's Center",Main St and Cozzens Ave,Highlands,NY,10928,Joanne Devereaux,8454466969,http://wptohmarket.com,Sunday  9am-2pm,June 12-October 30,M,N,N,N,Y,41.3723,-73.96434,"(41.3723, -73.96434)"
Monroe,Curbside Market-Dunn Towers,100 Dunn Tower Dr Rochester,100 Dunn Tower Drive,Rochester,NY,14606,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Thu 11am-12pm,Year-round,YR,Y,Y,N,Y,43.16924,-77.69727,"(43.16924, -77.69727)"
Nassau,Port Washington Organic Farmers' Market,Port Washington Town Dock 343-355 Main St,347 Main St.,Port Washington,NY,11050,Patti Wood,5168830887,https://www.pwfarmersmarket.org/,Sat 8am-12pm,June 11-October 29,M,Y,N,N,Y,40.83153,-73.7019,"(40.83153, -73.7019)"
Bronx,Poe Park Greenmarket,2580 Grand Concourse at Valentine Ave,2580 Grand Concourse,Bronx,NY,10458,Siobahn Keys,2127887476,http://www.grownyc.org,Tue 8am-3pm,June 28-November 22,M,Y,Y,N,Y,40.86412,-73.8955,"(40.86412, -73.8955)"
Cayuga,Moravia Farmers' Market,Kinney Drug Store pkg lot 130 Main St.,130 Main St,Moravia,NY,13118,Jayne Andrews,3157301412,,Thursday  10am-2pm,June 2-October 29,M,N,N,N,Y,42.71209,-76.42079,"(42.71209, -76.42079)"
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion , 150 Riverside Dr. (behind Carthage Rescue Squad)",150 Riverside Drive,Carthage,NY,13619,Rebecca Wallen,3154933590,http://www.carthageny.com,Fri 1pm-6pm,May 27-October 14,P/M,Y,N,N,Y,43.97714,-75.61247,"(43.97714, -75.61247)"
Franklin,Whitten Family Farm Stand-The Hub,320 Park St. Tupper Lake,320 Park Street,Tupper Lake,NY,12986,Cherie Whitten,5183595112,http://www.whittenfamilyfarm.com,Thu-Sun 9am-7pm,June 16- October 29,M,N,N,N,Y,44.22528,-74.44821,"(44.22528, -74.44821)"
Genesee,Genesee Country Friday Farmers' Market,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Kathryn Cringoli,5853011909,,Fri 9am-4pm,June 3-October 28,M,Y,Y,N,Y,42.99905,-78.18151,"(42.99905, -78.18151)"
New York,Chelsea Farmers' Market,383 W 23rd St.,383 W 23rd Street,New York,NY,10011,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 9am-2pm,May 14-December 17,P/M/X,Y,Y,N,Y,40.74633,-74.00081,"(40.74633, -74.00081)"
Queens,Myrtle-Wyckoff Greenmarket,Wyckoff Ave btwn Gates & Myrtle Aves,Gates Ave @ Wyckoff Ave,Queens,NY,11385,Siobahn Keys,2127887476,https://www.grownyc.org,Thu 8am-4pm,July 7-November 17,M,Y,Y,N,Y,40.69975,-73.91154,"(40.69975, -73.91154)"
Albany,Veggie Mobile-South Mall Towers,101 S. Pearl St. Albany,101 South Pearl Street,Albany,NY,12207,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri  11am-12:15pm,Year-round,YR,N,Y,N,Y,42.6465,-73.75482,"(42.6465, -73.75482)"
Niagara,Schwab Farm Stand,9035 Rochester Rd Gasport,9035 Rochester Rd,Gasport,NY,14067,Sharon Brent,7167357570,http://www.schwabsfarm.com,"Mon-Fri 8am-7pm, Sat 8-6  Sun 9-5",Year-round,YR,Y,Y,N,Y,43.20425,-78.52308,"(43.20425, -78.52308)"
St. Lawrence,Gouverneur Farmers' Market,East Main Street Park,East Main Street and Village Park,Gouverneur,NY,13642,Donna Besaw,3152870331,http://www.gouverneurchamber.net,Thu 9am-2pm,June 2-October 27,M,Y,Y,N,Y,44.33871,-75.45766,"(44.33871, -75.45766)"
Rensselaer,Veggie Mobile-Renwyck Place,18 4th Ave. Rensselaer,18 4th Ave,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 11:45am-12:30pm,Year-round,YR,N,Y,N,Y,42.63925,-73.73936,"(42.63925, -73.73936)"
Erie,Bowman Farms Farm stand,11259 Gowanda State Rd. North Collins,11259 Gowanda State Rd.,North Collins,NY,14111,Susan Bowman,7163372695,http://www.bowmanfarmsinc.com,Daily 9am-5pm,June 10-October 10,M,Y,Y,N,Y,42.57506,-78.93838,"(42.57506, -78.93838)"
New York,Harvest Home East Harlem Farmers' Market,E 104th St. & Third Ave.,East 104th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thu 8am-4pm,July 7-November 17,M,Y,Y,N,Y,40.79024,-73.94564,"(40.79024, -73.94564)"
Rockland,Piermont WINTER Farmers' Market,Piermont Ave. (Library),527 Piermont Ave,Piermont,NY,10968,Joe Serra,9143934533,https://www.facebook.com/piermontfm,Sunday  10am-2pm,January 9-May 15,X/W,N,N,N,Y,41.04158,-73.91632,"(41.04158, -73.91632)"
Wyoming,Plato Dale Farm Stand,5401 Curriers Road  Arcade NY,5401 Curriers Road,Arcade,NY,14009,Kent Miller,5854571358,http://platodalefarm.com,9am-6pm  Daily,Year-Round,YR,N,N,N,Y,42.63228,-78.4172,"(42.63228, -78.4172)"
Niagara,Human Farms & Greenhouse,2853 Hess Rd. Appleton,2853 Hess Rd,Appleton,NY,14008,JoMarie Human,7165312820,,Daily 10am-6pm,June 1-December 31,M/X,Y,Y,N,Y,43.27537,-78.64954,"(43.27537, -78.64954)"
Ulster,Woodstock Farm Festival Farmers' Market,20 Mountainview Ave parking lot,20 Mountainview Avenue,Woodstock,NY,12498,Megan Reynolds,8459015970,http://www.woodstockfarmfestival.com,Wed 3pm-7pm,May 18-October 12,P/M,Y,Y,N,Y,42.04018,-74.11797,"(42.04018, -74.11797)"
Bronx,Bissel Gardens Farmers' Market-Sat,Baychester Ave below the E 241 St intersection,Baychester Ave and East 241st St,Bronx,NY,10470,Heather Dombrowa,3474272547,http://www.bisselgardens.org,Sat 10am-4pm,July 9-November 1,M,Y,N,N,Y,40.90151,-73.84702,"(40.90151, -73.84702)"
New York,Fort Washington Greenmarket,701 W 168th at Fort Washington Ave,Fort Washington Ave and West 168th St,New York,NY,10032,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Tue 8am-4pm,June 7-November 22,M,Y,Y,N,Y,40.84217,-73.94229,"(40.84217, -73.94229)"
Erie,MAP Mobile Market-Neighborhood Health Center Mattina,300 Niagara Street Buffalo,300 Niagara Street,Buffalo,NY,14201,Danielle Rovillo,7168825327,http://www.mass-ave.org,Wed 11am-1pm,June 8-October 26,M,Y,Y,N,Y,42.89206,-78.88399,"(42.89206, -78.88399)"
Albany,Veggie Mobile-Arbor Hill/Oak Street Park,Oak Street & Second Street Albany,Second Street & Oak Street,Albany,NY,12210,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 12:45pm-1:30pm,Year-round,YR,N,Y,N,Y,42.6629,-73.76094,"(42.6629, -73.76094)"
Chautauqua,Fredonia Farmers' Market,"Village Hall Barker Commons , 9 Church St.",11 Church St,Fredonia,NY,14063,Anneliese Bruegel,7166802104,,Sat 9am-1pm,Year-round,YR,Y,Y,N,Y,42.44064,-79.33235,"(42.44064, -79.33235)"
Franklin,Tupper Lake Farmers' Market,320 Park St. Tupper Lake,320 Park St.,Tupper Lake,NY,12986,Cherie Whitten,5183595112,,Fri 2pm-6pm,June 24-October 29,M,Y,Y,N,Y,44.22528,-74.44821,"(44.22528, -74.44821)"
Onondaga,Downtown Syracuse Farmers' Market,Clinton Square,Clinton St and Water St,Syracuse,NY,13202,Robert Travers,3154228284,http://www.downtownsyracuse.com,Tuesday  8am-2pm,June 14-October 11,M,N,Y,N,Y,43.05054,-76.15354,"(43.05054, -76.15354)"
Nassau,Roslyn Farmers' Market,Christopher Morley Park 500 Searingtown Rd.,500 Searingtown Rd,Roslyn Heights,NY,11577,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Wed 7am-1pm,June 1-Dec 28,M/X,Y,N,N,Y,40.78188,-73.66277,"(40.78188, -73.66277)"
Queens,Queens County Farm-Jamaica Hospital Farm Stand,134-20 Jamaica Ave. Richmond Hill,134-20 Jamaica Avenue,Richmond Hill,NY,11418,Daniel Morales,9179162834,http://www.queensfarm.org,Fri 10:30am-3:30pm,June 17-November 4,M,Y,Y,N,Y,40.70134,-73.81631,"(40.70134, -73.81631)"
Westchester,White Plains (International) Wed Farmers' Market,125 Court St. btwn Martine Ave. & Main St.,125 Court St,White Plains,NY,10601,Sebastien Bensidoun,3125025603,http://www.whiteplainsfarmersmarket.com,Wed 8:30am-3:30pm,April 20-November 23,P/M,Y,N,N,Y,41.02944,-73.76659,"(41.02944, -73.76659)"
Erie,Four Corners Farmers' Market,"9470 Clarence Center Rd, Clarence Center",9470 Clarence Center Road,Clarence Center,NY,14032,Deborah Tangelder,7168661100,,Sat 9am-1pm,June 4-October 15,M,Y,N,N,Y,43.01059,-78.63751,"(43.01059, -78.63751)"
Schoharie,Schoharie Co. Festival Sat Farmers' Market,"McCarthy Tire Center parking lot, 942 E. Main Rt. 7E Cobleskill",942 E. Main Rt. 7E,Cobleskill,NY,12043,Donna Olsen,5182842609,,Saturday  10am-2pm,July 9-Oct 8,M,N,Y,N,Y,42.68005,-74.46673,"(42.68005, -74.46673)"
Bronx,Lincoln Hospital Fri Greenmarket,234 E 149th St btwn Park and Morris Aves,East 149th St and Morris Ave,Bronx,NY,10451,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Fri 8am-3pm,Year-round,YR,Y,Y,N,Y,40.8174,-73.92276,"(40.8174, -73.92276)"
Monroe,Brighton Farmers' Market,"Brighton High School lot, 1150 Winton Rd. South",1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sun 9am-1pm,April 24-December 18,P/M/X,Y,Y,N,Y,43.12204,-77.56808,"(43.12204, -77.56808)"
Richmond,Saint George Greenmarket,35 Hyatt St at St Mark's Pl Staten Island,St Marks Pl and Hyatt St,Staten Island,NY,10301,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/staten-island/saint-george,Sat 9am-1pm,Year-round,YR,Y,Y,N,Y,40.64159,-74.07791,"(40.64159, -74.07791)"
Kings,Seeds in the Middle Farm Stand-Parkside Plaza,"Parkside Plaza, Brooklyn NY",Ocean Avenue at Parkside Avenue,Brooklyn,NY,11226,Nancie Katz,9176973745,http://seedsinthemiddle.org,Sunday 10am-2pm,Year-round,YR,N,N,N,Y,40.65487,-73.96188,"(40.65487, -73.96188)"
Rensselaer,Capital Roots Produce Project Farm Stand,261 8th St. Troy,261 8th Street,Troy,NY,12180,Nell Roberts,5182748685,http://www.capitalroots.org,Tue/Thu 4pm-6pm,May 3-October 29,P/M,Y,Y,N,Y,42.73697,-73.68247,"(42.73697, -73.68247)"
Columbia,City of Hudson Farmers' Market,DMV parking lot Sixth & Columbia Sts.,Columbia St and North 6th St,Hudson,NY,12534,Brandon Bjerke,5183003496,http://www.hudsonfarmersmarketny.com,Sat 9am-1pm,April 23-November 19,P/M,Y,Y,N,Y,42.24866,-73.78369,"(42.24866, -73.78369)"
Niagara,Niagara Falls City Friday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Alfonse Muto,7169984107,https://www.niagarafallsusa.com/directory/niagara-falls-city-market/,Friday  8am-3pm,Year-round,YR,N,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Ulster,Kingston Farmers' Market,285 Wall Street,Wall St and John St,Kingston,NY,12401,Laura Crimmins,6462624672,http://www.kingstonfarmersmarket.org,Sat 9am-2pm,May 7-December 17,P/M,Y,Y,N,Y,41.93384,-74.01968,"(41.93384, -74.01968)"
Chenango,Pires Farmers' Market,6066 State Hwy 12  Norwich,6066 State Highway 12,Norwich,NY,13815,Richard Williams,6073342676,,"Mon-Fri 9am-5pm, Sat 9am-4pm Sun 10am-2pm",May 1-November 30,P/M,Y,Y,N,Y,42.54525,-75.52498,"(42.54525, -75.52498)"
Saratoga,Veggie Mobile Sprout-John S. Moore,2 Harris Ave. Mechanicville,2 Harris Avenue,Mechanicville,NY,12118,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 3:30pm-4:00pm,Year-round,YR,N,Y,N,Y,42.89934,-73.69122,"(42.89934, -73.69122)"
Jefferson,Tickle the Earth Farm Stand,13501 County Route 155  Adams Center,13501 County Route 155,Adams Center,NY,13601,Almeda Grandjean,3155835660,,Daily 8am-9pm,Apr 23-Octobe 31,P/M,Y,Y,N,Y,43.88524,-75.94957,"(43.88524, -75.94957)"
Sullivan,Fare View Gardens Farm Stand,584 Budd Rd. Woodbourne,Budd Road,Woodbourne,NY,12788,Ryan Mitro,2072101733,,"Daily 9am-6pm , closed Friday",Year-round,YR,N,N,N,Y,41.77132,-74.56862,"(41.77132, -74.56862)"
Schoharie,Barber Family Farm Stand,3617 State Route 30 Middleburgh,3617 State Route 30,Fulton,NY,12122,Sarah Barber,5188275454,http://www.barbersfarm.com,"Wed-Sun 9am-5:30pm, Winter hours change",Year-round,YR,Y,Y,N,Y,42.58123,-74.39189,"(42.58123, -74.39189)"
Kings,Cortelyou Greenmarket,Cortelyou Rd btwn Argyle & Rugby Rds,1399 Cortelyou Rd,Brooklyn,NY,11226,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Sun 8am-2pm,Year-round,YR,Y,Y,N,Y,40.64044,-73.96617,"(40.64044, -73.96617)"
Cortland,Cincinnatus Farmers' Market,"Cortland-Chenango Rural Services, 2704 Lower Cincinnatus Rd.",2704 Lower Cincinnatus Rd,Cincinnatus,NY,13040,Paul Halstead,6078368972,,Sat 9am-12pm,June 4-October 15,M,Y,N,N,Y,42.53812,-75.89662,"(42.53812, -75.89662)"
Niagara,North Tonawanda City Tue Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Donna Braun,7166958555,,Tuesday 7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Suffolk,Montauk Farmers' Market,Village Green 743 Montauk Hwy,742 Montauk Hwy,Montauk,NY,11954,Jennifer Fowkes,6316682355,https://montaukchamber.com/montauk-farmers-market/,"Thu 9am-2pm, Fri 9am-2pm After Labor Day",June 9-Nov 18,M,Y,Y,N,Y,41.03436,-71.94424,"(41.03436, -71.94424)"
New York,175th Street Greenmarket,651 W 175th St btwn Wadsworth & Broadway,651 West 175th St and Broadway,New York,NY,10038,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thu 8am-4pm,June 30-November 17,M,Y,Y,N,Y,40.84622,-73.93847,"(40.84622, -73.93847)"
Bronx,Healthy Choice Farmers' Market Farm Stand,1434 Longfellow Ave. Bronx,1434 Longfellow Ave.,Bronx,NY,10459,Sandy Helms,7185893060,,Thu  10:30am-1:30pm,April 7-June 24; July 18-August 8,P/M,Y,N,N,Y,40.830746,-73.886882,"(40.830746, -73.886882)"
Nassau,Deep Roots WINTER Farmers Market,"100 Village Square Glen Cove, at Bridge St","100 Village Square,",Glen Cove,NY,11542,Amy Peters,5163185487,https://www.facebook.com/seaclifffarmersmarket/,Saturdays 10-2 PM,"December 4-April 30, 2022",X/W/P,N,N,N,Y,40.8643,-73.63233,"(40.8643, -73.63233)"
Allegany,On the River Farm Stand,7579 Route 19 Belfast,7579 Route 19,Belfast,NY,14711,Stephen Demarte,7165605594,,"Fri 5am-7pm, Sat/Sun 8am-7pm",May 1-November 26,P/M,Y,N,N,Y,42.34485,-78.11563,"(42.34485, -78.11563)"
Monroe,Curbside Market-Charlotte Harbortower II,60 River St Rochester,60 River Street,Rochester,NY,14612,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Fri 2:45pm-4pm,Year-round,YR,Y,Y,N,Y,43.2444,-77.61607,"(43.2444, -77.61607)"
Essex,Keene Farmers' Market,Rt. 73 Marcy Airfield 1 mi. South of Rt. 9N jct.,2253 State Route 73,Keene Valley,NY,12943,Vicky Rayl,5186517680,http://www.adirondackfarmersmarket.com,Sun  9:30am-2pm,May 29-October 9,M,N,N,N,Y,44.22067,-73.78561,"(44.22067, -73.78561)"
New York,Tucker Square Saturday Greenmarket,125 Columbus Ave btwn W 65th & W 66th Sts,Columbus and West 66th St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/tuckerthursday,Sat 8am-5pm,Year-round,YR,Y,Y,N,Y,40.77361,-73.98158,"(40.77361, -73.98158)"
Onondaga,Skaeneateles Farmer's Market-Saturday,1 East Austin St. Austin Park Pavilion,1 East Austin Street,Pavilion,NY,13152,Kimberly Kelly,3156851949,https://www.townofskaneateles.com,Sat 9:30am-12:30pm,May 26-October 13,P/M,Y,Y,N,Y,42.95091,-76.43045,"(42.95091, -76.43045)"
