County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference
DUTCHESS,130027,Nursery Stock Only,10 Acres or Less,,NATIVE LANDSCAPES INC,PETER MUROSKI AND DEBRA MUROSKI,845-855-7050,991,ROUTE 22,PO BOX 327,,PAWLING,NY,12564,POINT (-73.586924 41.594206)
ORLEANS,643756,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ZIMMERMANS GREENHOUSE,MARK ZIMMERMAN,585-866-1666,12197,ROOSEVELT HWY,,,LYNDONVILLE,NY,14098,POINT (-78.328994 43.34966)
SARATOGA,411355,Nursery Stock Only,10 Acres or Less,,PLANT A TREE,JACKSON HERBERT L,518-399-3966,6,WAVERLY ROAD,,,BALLSTON LAKE,NY,12019,POINT (-73.862615 42.939239)
CHAUTAUQUA,646441,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LAURA M WATSON,LAURA WATSON,716-338-5972,5791,DAMON HILL ROAD,,,SINCLAIRVILLE,NY,14782,POINT (-79.244764 42.251096000000004)
ONEIDA,304888,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WOOD CREEK HERB FARM,HENRY BRENDA L,315-225-2906,3995,WOOD CREEK ROAD,,,ROME,NY,13440,POINT (-75.624416 43.212062)
DUTCHESS,645346,Nursery Stock Only,10 Acres or Less,,ROCKCREST GARDENS INC,PAUL SCHWARZE,845-266-5203,2313,SALT POINT TURNPIKE,,,CLINTON CORNERS,NY,12514,POINT (-73.769933 41.826603)
SENECA,644499,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COUNTRYSIDE MARKET,DAVID AND ANNIE STOLTZFUS,607-532-9255,3215,MUNSON ROAD,,,INTERLAKEN,NY,14847,POINT (-76.756887 42.635425000000005)
DELAWARE,646407,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MANUEL FERNANDEZ SR.,MANUEL FERNANDEZ SR,607-746-6077,3,ROBINSON ROAD,,,HAMDEN,NY,13782,POINT (-74.925701 42.147389)
SUFFOLK,475759,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",GARDEN OF EVE LLC,GARDEN OF EVE LLC,631-722-8777,4558,SOUND AVENUE,,,RIVERHEAD,NY,11901,POINT (-72.653083 40.967315)
SUFFOLK,644662,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SUSAN COHEN DESIGN,SUSAN DEKLEVA COHEN,631-786-1964,427,MARCY AVENUE,,,RIVERHEAD,NY,11901,POINT (-72.676195 40.92318)
ST. LAWRENCE,645965,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SUNNYVILLE FARMS,NOAH S THOMAS,,14145,STATE HIGHWAY 37,,,MASSENA,NY,13662,POINT (-75.03137 44.908239)
YATES,576884,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LAKE VIEW GREENHOUSE,MARTIN LAWRENCE & PAULINE,607-243-7907,436,SHANNON CORNERS ROAD,,,DUNDEE,NY,14837,POINT (-76.936653 42.548518)
ONTARIO,327052,Nursery Stock Only,11-100 Acres,,JOHN S SORBELLO,JOHN S SORBELLO,315-730-2670,344,HOWLAND ROAD,,,SHORTSVILLE,NY,14548,POINT (-77.199992 43.01962400000001)
CHEMUNG,643767,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",FLORAL BEAUTY GREENHOUSES LLC,JAMIE CRITELLI,607-742-7541,1060,MAGEE ST,,,ELMIRA,NY,14901,POINT (-76.8146 42.103564)
SUFFOLK,646351,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",BLOCK'S NURSERY INC,"BARRY BLOCK, BETH ANN BLOCK",631-832-8552,235,SOUTH STREET,,,MANORVILLE,NY,11949,POINT (-72.828407 40.853386)
OTSEGO,361678,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CHANGING SEASONS,STRIESSE MARIAN,607-293-6184,3762,STATE HIGHWAY 205N,,,HARTWICK,NY,13348,POINT (-75.051431 42.66973)
KINGS,643832,Nursery Stock Only,10 Acres or Less,,GOZO NF NURSERIES INC,NICHOLAS GOZO,718-743-1407,3101,AVENUE Z,,,BROOKLYN,NY,11235,POINT (-73.935546 40.590021)
ONEIDA,306713,Nursery Stock Only,11-100 Acres,,BUTTENSCHON TREE FARM,BUTTENSCHON DONALD,315-865-4849,9663,LUKE ROAD,,,MARCY,NY,13403,POINT (-75.248691 43.189612)
OSWEGO,645114,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SUN AND FAMILY GARDEN,GREG MICHALOWSKI AND QUINTO S,315-461-8559,141,COUNTY ROUTE 6,,,PHOENIX,NY,13135,POINT (-76.311087 43.263138)
ULSTER,644502,Nursery Stock Only,10 Acres or Less,,AUGUSTINE BROS CORP,AUGUSTINE BROPS CORP,845-338-4931,23,CORA TERRACE,,,KINGSTON,NY,12401,POINT (-73.989233 41.955622)
ULSTER,515535,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",RUSTY PLOUGH FARM,MACZAJ NADIA & OLEH,845-647-6911,331,DOWE ROAD,,,ELLENVILLE,NY,12428,POINT (-74.438703 41.779751)
ERIE,644600,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GOLDEN GARDENS,SUSAN L. GOLDEN,716-640-7010,13986,SISSON HWY,,,COLLINS,NY,14034,POINT (-78.848757 42.495251)
NIAGARA,644117,Nursery Stock Only,10 Acres or Less,,LINCOLN PARK NURSERY,CHERYL MALONEY,716-692-6100,5705,SHAWNEE RD,,,SANBORN,NY,14132,POINT (-78.84075800000001 43.144643)
ONONDAGA,312491,Nursery Stock Only,11-100 Acres,,MARCELLUS NURSERY INC,MARCELLUS NURSERY INC,315-488-2632,,NW TOWNLINE ROAD,,,MARCELLUS,NY,13108,POINT (-76.331005 42.974441)
PUTNAM,370181,Nursery Stock Only,10 Acres or Less,,HOPE SPRINGS NURSERY,POWERS JAMIE L,845-225-1852,67,NORTH KNAPP COURT,,,HOPEWELL JUNCTION,NY,12533,POINT (-73.792476 41.497681)
SUFFOLK,473204,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",BUCKLEYS FLOWER SHOP IN,BUCKLEYS FLOWER SHOP INC,631-329-5023,110,LONG LANE,,,EAST HAMPTON,NY,11937,POINT (-72.207583 40.971477)
ULSTER,646223,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",TREADLIGHT FARM,"MATTHEW DELL, IRENE BERKOWITZ",657-378-5365,5941,US 209,,,KERHONKSON,NY,12446,POINT (-74.276659 41.785827)
COLUMBIA,646453,Nursery Stock Only,10 Acres or Less,,ARTHUR'S POINT FARM LLC,"DAVID NEWMAN, STEPHANIE LAZAR",917-657-1215,274,NORMUNG ROAD,,,GHENT,NY,12075,POINT (-73.645817 42.267543)
WESTCHESTER,645769,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",WHITE PLAINS ORCHIDS,"ALEX WANG, CHUANG YING CHIEH, ERIC WANG",914-948-2064,1485,MAMARONECK AVENUE,,,WHITE PLAINS,NY,10605,POINT (-73.745948 40.99143)
WASHINGTON,534359,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BUTTERNUT RIDGE FARM,STEVENS GLENN,518-638-6656,4323,ROUTE 40,,,ARGYLE,NY,12809,POINT (-73.490967 43.189049)
SUFFOLK,472316,Nursery Stock Only,11-100 Acres,,SOMMER NURSERIES LTD,SOMMER NURSERIES LTD,631-325-1514,232,OLD COUNTRY RD,,,EASTPORT,NY,11941,POINT (-72.713515 40.832954)
SUFFOLK,646123,Nursery Stock Only,10 Acres or Less,,LAND TECH NURSERY TREE & LANDSCAPING INC,GREGORY VAN OSTRAND,631-400-9911,544,SOUND AVENUE,,,RIVERHEAD,NY,11901,POINT (-72.821311 40.945794)
SUFFOLK,644773,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LUMBER AND SALT,JOHN MAZUR III,917-687-0063,5570,SOUND AVE,,,RIVERHEAD,NY,11901,POINT (-72.609 40.976944)
ORLEANS,644720,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ORCHARD VIEW FARM,ALLEN M AND PRISCILLA STAUFFER,585-205-6424,2112,TOWNLINE RD,,,WATERPORT,NY,14571,POINT (-78.310398 43.311127)
FRANKLIN,162676,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BONESTEELS GARDENING CENTER LLC,BONESTEELS GARDENING CENTER LLC,518-483-0354,2689,STATE ROUTE 11,,,NORTH BANGOR,NY,12966,POINT (-74.38073900000002 44.842968000000006)
WESTCHESTER,551039,Nursery Stock Only,10 Acres or Less,,M GAGLIARDI CONST CO,GAGLIARDI MICHAEL,914-273-3400,68,OLD BYRAM LAKE ROAD,,,ARMONK,NY,10504,POINT (-73.696783 41.14157)
MONTGOMERY,645826,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MELVIN MILLER JR,MELVIN MILLER JR,518-993-9897,543,PARIS ROAD,,,FORT PLAIN,NY,13339,POINT (-74.686951 42.957026)
WASHINGTON,535941,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HAVEN HILL FARM,LEON JUDY & ATKINS KIM,518-677-5111,20,STEVENSON ROAD,,,GREENWICH,NY,12834,POINT (-73.446342 43.039287)
LEWIS,645208,Nursery Stock Only,10 Acres or Less,,BLACK RIVER GREENERY,JONATHAN ZEHR,518-377-2287,7189,STATE ROUTE 812,,,LOWVILLE,NY,13367,POINT (-75.483037 43.805151)
CHAUTAUQUA,62020,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TAYLOR GREENHOUSES,KWASNIEWSKI DEBORAH T,716-792-4215,9228,MATTHEWS ROAD,,,PORTLAND,NY,14769,
SUFFOLK,474825,Nursery Stock Only,11-100 Acres,,TRI STATE HORTICULTURAL INC,TRI STATE HORTICULTURAL SERV INC,631-4272350,190,MAIN ROAD,,,AQUEBOGUE,NY,11931,POINT (-72.640303 40.940353)
SULLIVAN,643978,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROOT AND ROOST FARM,SEAN ZIGMUND,845-292-9126,64,MINERAL SPRINGS RD,,,LIVINGSTON MANOR,NY,12758,POINT (-74.823366 41.800792)
ERIE,146056,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WEBERS LANDSCAPING INC,WEBERS LANDSCAPING INC,716-652-2420,1241,DAVIS ROAD,,,WEST FALLS,NY,14170,POINT (-78.68166 42.725392)
ESSEX,646357,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",INTERLACE AGROFORESTRY FARM LLC,INTERLACE AGROFORESTRY FARM LLC,802-578-0829,,WALKER ROAD,,,ESSEX,NY,12936,POINT (-73.398691 44.278462)
RENSSELAER,643935,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",ENGELS ACRES,EDWARD W ENGEL,518-874-1350,445,BRUNSWICK RD,,,TROY,NY,12180,POINT (-73.616033 42.731154)
ONTARIO,645910,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",RENSHAW & DAUGHTERS LLC,PATRICIA O RENSHAW,585-738-5027,146,CHARLOTTE STREET,,,CANANDAIGUA,NY,14424,POINT (-77.274522 42.896173)
SUFFOLK,475297,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DACCOLTI FRANK LANDSCAPE & NURSERY,DACCOLTI FRANK,631-293-9327,21,RULAND ROAD,,,MELVILLE,NY,11747,POINT (-73.420408 40.759798)
YATES,646391,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",DIANE'S GREENHOUSE,DIANE MARTIN,607-371-3295,1421,MOON HILL ROAD,,,DUNDEE,NY,14837,POINT (-77.00085 42.556138)
COLUMBIA,107045,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",CANAAN GENERALSTORE LLC,CANAAN GENERALSTORE LLC,518-781-7900,13361,ROUTE 22,,,CANAAN,NY,12029,POINT (-73.412654 42.393364)
WASHINGTON,645082,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",POLLIWOGS GARDEN LLC,TRICIA STEWART,518-423-8913,2202,STATE ROUTE 40,,,GREENWICH,NY,12834,POINT (-73.528421 43.084069)
HERKIMER,210490,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LYNDON LYON GREENHOUSE INC,LYNDON LYON GREENHOUSE INC,315-429-8291,14,MUTCHLER STREET,PO BOX 249,,DOLGEVILLE,NY,13329,POINT (-74.770193 43.098325)
WASHINGTON,535601,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SWEET HARVEST FARMS,RAPP L ALLEN,518-596-8697,911,BEADLE HILL ROAD,,,VALLEY FALLS,NY,12185,POINT (-73.530523 42.967506)
ORANGE,336196,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MIDSUMMER FARM,LAINO BARBARA,845-986-9699,156,EAST RIDGE ROAD,,,WARWICK,NY,10990,POINT (-74.316344 41.301172)
ALBANY,13164,Greenhouse Stock Only,10 Acres or Less,,BRIZZELL'S FLOWERS,BRIZZELL WILLIAM A SR,518-783-3131,562,LOUDON ROAD,POB 33,,NEWTONVILLE,NY,12128,
MONROE,262290,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MONROE DEPT OF PARKS,MONROE COUNTY,585-7537286,180,RESERVOIR AVE,,,ROCHESTER,NY,146202729,POINT (-77.606561 43.131922)
CATTARAUGUS,42090,Nursery Stock Only,11-100 Acres,,SCHICHTELS NURSERY INC,SCHICHTELS NURSERY INC,716-592-9383,,RT 219,SCHUMACHER NURSERY,,WEST VALLEY,NY,14171,POINT (-78.64129000000001 42.420977)
DUTCHESS,645405,Nursery Stock Only,10 Acres or Less,,ONE NATURE LLC,BRYAN QUINN,845-440-1677,321,MAIN STREET,,,BEACON,NY,12508,POINT (-73.970239 41.505213)
SCHENECTADY,423144,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MAPLE RIDGE CENTER,SCHENECTADY CO CH NYSA RET CH INC,518-355-2390,2999,HAMBURG STREET,,,SCHENECTADY,NY,12303,POINT (-73.938015 42.767523)
ONEIDA,644743,Nursery Stock Only,11-100 Acres,,CIDER STREET FARM,CIDER STREET FARM,315-527-3249,108,CIDER ST,,,ORISKANY,NY,13424,POINT (-75.34245500000002 43.161237)
OSWEGO,357104,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORTH SHORE NATIVES,CARPENTER CHARLES E,315-675-9892,351,COOK ROAD,,,BERNHARDS BAY,NY,13028,POINT (-75.918019 43.278419)
SUFFOLK,643745,Combined Nursery and Greenhouse,101 Acres or More,"20,001 SqFt of Glass or More",EMMAS GARDEN GROWERS INC,EMMAS GARDEN GROWERS INC,631-752-0038,107,B RULAND RD,,,HUNTINGTON,NY,11743,POINT (-73.411539 40.765765)
ONONDAGA,,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WACHIRA ALBANI,WACHIRA ALBANI,315-463-1878,109,WASHBURN DRIVE,,,EAST SYRACUSE,NY,13057,POINT (-76.074769 43.076508)
JEFFERSON,645225,Nursery Stock Only,10 Acres or Less,,WINDY RIDGE ACRES,WINDY RIDGE ACRES,,10825,ROUTE 26,,AT STONY CREEK COUNTRY STORE,CARTHAGE,NY,13619,POINT (-75.595613 43.936513)
OTSEGO,360422,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BOUTONS GREENHOUSES,BOUTON MICHAEL D,607-547-5210,6444,STATE HIGHWAY 28,,,FLY CREEK,NY,13337,POINT (-75.003237 42.724500000000006)
WYOMING,567238,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE GREENERY,SCOTT DARLENE,585-457-3022,5579,MICHIGAN ROAD,,,ARCADE,NY,14009,POINT (-78.447206 42.622353)
DELAWARE,643718,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CATSKILL CATTLE COMPANY,SCHAEFER LONNY,607-467-5762,96,LAUREL BANK AVE,,,DEPOSIT,NY,13754,POINT (-75.407315 42.066722)
ERIE,645961,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CW NATIVE PLANT FARM LLC,KATHLEEN M CONTRINO,716-417-2626,12288,TONAWANDA CREEK ROAD,,,AKRON,NY,14001,POINT (-78.526093 43.081657)
CATTARAUGUS,644071,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SUNRISE GREENHOUSE,ERVIN RABER,,4975,RT 241,,,CONEWANGO VALLEY,NY,14726,POINT (-79.02241500000001 42.214557)
SCHENECTADY,644597,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FORT HUNTER FARMS,BRIAN DEBRACCIO,518-526-4049,2704,CURRY ROAD,,,SCHENECTADY,NY,12303,POINT (-73.929613 42.758221)
TOMPKINS,504744,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MICHALEEN'S FLORIST & GREENHOUSE,HERZOG MICHALEEN AND MICHAEL,607-257-3203,2826,NO TRIPHAMMER,,,ITHACA,NY,14850,
SCHUYLER,644739,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ZIMMERMAN CHRISTIAN,ZIMMERMAN CHRISTIAN,607-243-8282,5009,BIGELOW HILL ROAD,,,DUNDEE,NY,14837,POINT (-77.003459 42.476398)
SUFFOLK,646122,Nursery Stock Only,10 Acres or Less,,LAND TECH NURSERY TREE & LANDSCAPING INC,GREGORY VAN OSTRAND,631-400-9911,621,ROUTE 25A,,,MOUNT SINAI,NY,11766,POINT (-73.01481 40.936695)
ORANGE,330055,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BIALAS FARMS,BIALAS FRANK,845-374-6941,74,CELERY AVENUE,,,NEW HAMPTON,NY,10958,POINT (-74.415963 41.371658000000004)
MONTGOMERY,644122,Nursery Stock Only,10 Acres or Less,,HOMEGROWN DESIGNS LTD,BARBARA WELOTH,518-421-9190,194,STABENOW RD,,,CANAJOHARIE,NY,13317,POINT (-74.60698 42.85916)
HERKIMER,644025,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FAIRHAVEN FARM,PATRICIA BUNNELLE,570-856-1847,335,TEALL RD,,,MIDDLEVILLE,NY,13406,POINT (-74.897795 43.149016)
TIOGA,646125,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",TWO SPARROWS FARM LLC,DANA AND CHARLES OUELLETTE,607-201-9791,12594,STATE ROUTE 38,,,BERKSHIRE,NY,13736,POINT (-76.18428600000001 42.311449)
MONROE,646443,Nursery Stock Only,10 Acres or Less,,BORRELLI BLOOMS,PATRICK BORRELLI,585-208-7064,8,DIXON WOODS,,,HONEOYE FALLS,NY,14472,POINT (-77.58678400000001 43.025006)
ONTARIO,320385,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FRESH-AYR FARM MARKET,GRAY KRISTIN A,585-289-3720,4784,ROUTE 96,,,SHORTSVILLE,NY,14548,POINT (-77.270853 42.966986000000006)
ULSTER,515138,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ADAMS FAIRACRES FMS INC,ADAMS FAIRACRES FARMS INC,845-336-6300,1560,ULSTER AVENUE,,,LAKE KATRINE,NY,12449,POINT (-73.989049 41.976878)
ERIE,146247,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",JAKES GREENHOUSE INC,"MILLER, JAKE",716-592-4084,11904,VAUGHN STREET ROUTE 240,,,EAST CONCORD,NY,14055,
ONONDAGA,645539,Greenhouse Stock Only,10 Acres or Less,,GREY BARN FARM,DANIEL BRIAN BUTTON,315-569-0649,2113,STATE ROUTE 11 A,,,TULLY,NY,13159,POINT (-76.138743 42.875039)
STEUBEN,645989,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FITZPATRICK FARM MARKET AND DELI INC,CHARLES & SHANE FITZPATRICK,585-721-5952,8637,ROUTE 36,,,ARKPORT,NY,14807,POINT (-77.701762 42.417402)
ESSEX,645668,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",TROMBLEES GREENHOUSE + GIFTS,RENEE SCUDER,518-586-4511,2961,NYS ROUTE 9N,,,CROWN POINT,NY,12928,POINT (-73.430814 43.963546)
CLINTON,94052,Nursery Stock Only,11-100 Acres,,ADIRONDACK TREE COVELS TREE FARM & NURSE,COVEL DONALD E,518-643-8723,,JOHN BOSWELL ROAD,,,PERU,NY,12972,POINT (-73.544857 44.560576)
CATTARAUGUS,46787,Nursery Stock Only,11-100 Acres,,NATURAL LANDWORKS,ZYWICZINSKI MARK AND JASON,716-537-2927,,MARBLE SPRINGS ROAD - SHANNON,,,DELEVAN,NY,14042,POINT (-78.47969 42.470503)
DUTCHESS,135157,Nursery Stock Only,11-100 Acres,,BERKSHIRE NURSERY,LOPANE CARMINE,914-878-9383,,ROUTE 216,,,POUGHQUAG,NY,12570,POINT (-73.679563 41.616243)
GENESEE,184344,Nursery Stock Only,101 Acres or More,,BATAVIA TURF LLC,BATAVIA TURF LLC,585-548-2552,6465,TRANSIT ROAD,,,ELBA,NY,14058,POINT (-78.115478 43.102093)
GENESEE,180453,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PARMELEE FARMS INC PULLYS FARM MKT,PARMELEE FARMS INC,585-768-2280,-8165,PARMELEE,,,LEROY,NY,14482,POINT (-77.97072200000001 43.017762000000005)
ALBANY,14665,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CURLINGSTONE FARM,MACINTOSH EVELYN,518-765-2211,5799,DEPOT ROAD,,,VOORHEESVILLE,NY,12186,POINT (-73.959462 42.678801)
SUFFOLK,476096,Nursery Stock Only,10 Acres or Less,,AMERICAN WHOLESALE NURSURY INC,AMERICAN WHLS NRSY INC,631-673-2800,565,NORTH SERVICE ROAD,,,DIX HILLS,NY,11746,POINT (-73.345571 40.796535)
MONROE,262319,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",FREARS GDN CENTER INC,FREARS GARDEN CENTER INC,585-663-5130,1050,STONE ROAD,,,ROCHESTER,NY,14616,POINT (-77.65322 43.217763)
COLUMBIA,645685,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",DEEP ROOTS FARM NY,SCOTT OROUKE,914-510-3972,430,CENTER HILL ROAD,,,COPAKE,NY,12516,POINT (-73.558113 42.110577)
MONTGOMERY,274058,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GLENBROOK FARM,SERAFIN VIKTORIA,518-922-5091,142,BROOKS ROAD,,,FULTONVILLE,NY,12072,POINT (-74.370139 42.861706)
ESSEX,646367,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LEDGETOP ORCHARD,JESSICA CHEVALIER,518-586-6769,177,LAKE RD,,,CROWN POINT,NY,12928,POINT (-73.421102 43.969152)
MADISON,646308,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",GREEN EMPIRE FARMS INC,"PAUL MASTRONARDI, DONALD MASTONARDI",315-730-0153,1856,W ELM ST,,,ONEIDA,NY,13421,POINT (-75.692665 43.083979)
KINGS,612143,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SHANNON D FLORIST INC,SHANNON D FLORIST INC,718-436-4521,3380,FT HAMILTON PKWY,,,BROOKLYN,NY,11218,POINT (-73.983083 40.64662400000001)
SARATOGA,414977,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GARDENERS INC,GARDENERS INC,518-695-5592,178,COUNTY ROUTE 69,,,SCHUYLERVILLE,NY,12871,POINT (-73.61458 43.053057)
SARATOGA,645047,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FRANKS TREE FARM,PATRICK & SARINA CIRAULO,518-4416981,374,GOODE STREET,,,BURNT HILLS,NY,12027,POINT (-73.9001 42.942284)
ALLEGANY,27273,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CRYDER CREEK GARDENS,LUKACZ CHRISTINA,607-356-3383,735,SPICER ROAD,,,WHITESVILLE,NY,14897,POINT (-77.812816 42.03097)
LIVINGSTON,240883,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PALMITERS GARDEN NRSY,PALMITER MERLE,585-226-3073,2675,AVON GENESEO ROAD,,,AVON,NY,14414,POINT (-77.77014 42.87219100000001)
DELAWARE,646352,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BIRD SONG FARM,RICHARD LAMSON,917-626-7653,38718,ST HWY 10,,,DELHI,NY,13753,POINT (-74.969339 42.22483)
TIOGA,494120,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",KINGBIRD FARM,GLOS KARMA AND MICHAEL,607-657-2860,9398,WEST CREEK ROAD,,,BERKSHIRE,NY,13736,POINT (-76.23869 42.348248)
WAYNE,544313,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BUNDSCHUH'S GREENHOUSES,BUNDSCHUH ROBERT,315-986-8872,1033,VICTOR ROAD,,,MACEDON,NY,14502,POINT (-77.336456 43.049669)
MONROE,644667,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",VWR INTERNATIONAL LLC,"HARRY M. JANSEN KRAEMER, JR.",585-321-9465,5100,WEST HENRIETTA RD,,,ROCHESTER,NY,14692,
ERIE,644618,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",KESTERS FARM,BARBARA ANDRES (KESTLER),716-348-2801,821,NORTHRUP RD,,,ELMA,NY,14059,POINT (-78.69622 42.805526)
SENECA,645170,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JESSE GRABER,JESSE GRABER,315-539-3659,1516,ODELL ROAD,,,WATERLOO,NY,13165,POINT (-76.860686 43.004058)
ORANGE,330580,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",TAIDA ORCHIDS NY INC,TAIDA ORCHIDS NY INC,845-744-3988,156,DUBOIS STREET,,,PINE BUSH,NY,12566,POINT (-74.283076 41.608182)
SENECA,450330,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",WILSON FAMILY FARMS LLC,WILSON THOMAS D,315-651-9753,5404,STATE ROUTE 96A,,,ROMULUS,NY,14541,POINT (-76.896888 42.767893)
ONEIDA,646423,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less","MISS PERRY FARMS, LLC",MARIA PERRY,646-935-9367,9767,STARR HILL ROAD,,,REMSEN,NY,13438,POINT (-75.237311 43.341096)
WESTCHESTER,555094,Nursery Stock Only,10 Acres or Less,,ACOCELLA LANDSCAPINGLTD,ACOCELLA LANDSCAPING LTD,914-723-2700,68,GAYLOR ROAD,,,SCARSDALE,NY,10583,POINT (-73.80221 40.975781)
MONROE,645864,Nursery Stock Only,10 Acres or Less,,ORION NURSERY,PHILIP WYCHORSKI,585-352-9239,1492,MANITOU ROAD,,,HILTON,NY,14468,POINT (-77.751988 43.233985)
