,Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference,zip
201,Freeman House,Albany,11/10/1982,90NR01655,-73.9632054344,42.7025315025,POINT (-73.9632054344 42.7025315025),12009
202,Congregational Church of the Evangel,Kings,12/11/2009,09NR06032,-73.9568455149,40.6572091555,POINT (-73.9568455149 40.6572091555),11225
203,Indian Brook Road Historic District,Putnam,08/19/1993,92NR00309,-73.9140069683,41.4115819329,POINT (-73.9140069683 41.4115819329),10516
204,"Sea Cliff Village Hall, Library and Museum Complex",Nassau,04/22/2005,04NR05240,-73.6471796563,40.8494422759,POINT (-73.6471796563 40.8494422759),11579
205,"Sinclair, Rooney & Co. Building",Erie,02/02/2016,15NR00090,-78.8724782159,42.8867619667,POINT (-78.8724782159 42.8867619667),14203
206,"Smith, Jacob, House",Suffolk,09/26/1985,90NR01847,-73.437559223,40.8128253514,POINT (-73.437559223 40.8128253514),11797
207,Gaines District #2 Cobblestone School House,Orleans,06/12/2017,15NR00131,-78.2238711635,43.2570931821,POINT (-78.2238711635 43.2570931821),14411
208,Skene Memorial Library,Delaware,05/30/2001,01NR01776,-74.5290444115,42.1567733318,POINT (-74.5290444115 42.1567733318),12430
209,Standard House,Westchester,08/22/2000,00NR01615,-73.9300221179,41.2860536444,POINT (-73.9300221179 41.2860536444),10566
210,Treadwell Farm Historic District,New York,05/27/2004,91NR00274,-73.9643262633,40.7626168983,POINT (-73.9643262633 40.7626168983),10065
211,Onondaga County War Memorial,Onondaga,12/19/1988,90NR02127,-76.1481781689,43.0449087124,POINT (-76.1481781689 43.0449087124),13210
212,Echo Lawn Estate,Orange,03/23/2009,07NR05761,-74.0069995819,41.5345025271,POINT (-74.0069995819 41.5345025271),12550
213,Old Post Office--Oneonta,Otsego,11/17/1978,90NR02184,-75.0601845208,42.4550200411,POINT (-75.0601845208 42.4550200411),13820
214,Vosburg Turning Mill Complex,Ulster,10/10/2002,02NR01927,-74.1591266864,42.0704850588,POINT (-74.1591266864 42.0704850588),12409
215,Feuchtwanger Stable,Kings,03/20/1986,90NR01265,-73.9724721252,40.6928296145,POINT (-73.9724721252 40.6928296145),11205
216,"Peck, Thomas, Farmhouse",Livingston,08/31/1989,90NR01367,-77.5722793301,42.909954717,POINT (-77.5722793301 42.909954717),14485
217,Lock 18 of Enlarged Erie Canal,Albany,02/18/1971,90NR02827,-73.7115122871,42.7848258656,POINT (-73.7115122871 42.7848258656),12047
218,French Family Farm,St. Lawrence,11/04/1982,90NR02560,-75.0717680619,44.6392060433,POINT (-75.0717680619 44.6392060433),13676
219,"Hilton Avenue, Building at 48",Nassau,11/14/1978,91NR00231,-73.6382017011,40.7223595637,POINT (-73.6382017011 40.7223595637),11530
220,"Stevens, John, House",Westchester,04/26/1972,90NR02479,-73.8359687628,40.9042400254,POINT (-73.8359687628 40.9042400254),10550
221,LILAC (United States Lighthouse Tender),New York,01/07/2005,04NR05295,-74.0120625893,40.7305857494,POINT (-74.0120625893 40.7305857494),10014-3621
222,By-the-Harbor,Suffolk,08/09/1993,91NR00121,-73.1802046528,40.8918896261,POINT (-73.1802046528 40.8918896261),11780
223,Taber-Marvin Farm,Rensselaer,11/02/2016,16NR00059,-73.5806557174,42.5822014792,POINT (-73.5806557174 42.5822014792),12123
224,Shepards Settlement Cemetery,Onondaga,11/29/2010,10NR06144,-76.3948963735,42.995047308,POINT (-76.3948963735 42.995047308),13108
225,Powers Building and Powers Hotel (Additional Documentation),Monroe,09/13/2019,19NR00032,-77.613901857,43.1560861605,POINT (-77.613901857 43.1560861605),14614
226,Erwin Library and Pratt House,Oneida,08/14/1973,90NR02075,-75.3365718181,43.4836033756,POINT (-75.3365718181 43.4836033756),13309
227,"Stoutenburgh, William, House",Dutchess,09/27/1972,90NR00305,-73.9146322667,41.7874183719,POINT (-73.9146322667 41.7874183719),12538
228,Nathaniel Conklin House,Suffolk,12/08/1988,90NR01901,-73.322701503,40.7007225113,POINT (-73.322701503 40.7007225113),11702
229,520 Hostageh Road,Cattaraugus,02/20/2009,08NR05964,-78.4715039698,42.0153614028,POINT (-78.4715039698 42.0153614028),14760
230,Gowanda Historic District,Cattaraugus,09/22/1986,90NR00095,-78.9365932397,42.4632276285,POINT (-78.9365932397 42.4632276285),14070
231,Van Wyck-Wharton House,Dutchess,04/13/1972,90NR00297,-73.8891889209,41.5228491952,POINT (-73.8891889209 41.5228491952),12524
232,"Quackenbush Pumping Station, Albany Water Works",Albany,06/30/1983,90NR02817,-73.747944227,42.6542418079,POINT (-73.747944227 42.6542418079),12207
233,Babylon Public Library,Suffolk,08/10/2015,15NR00035,-73.3252965328,40.6962360896,POINT (-73.3252965328 40.6962360896),11702
234,South Salina Street Historic District,Onondaga,03/27/1986,90NR02126,-76.1469864136,43.0293385512,POINT (-76.1469864136 43.0293385512),13205
235,Wellman Building,Chautauqua,08/21/2009,09NR06012,-79.2426939087,42.0958118255,POINT (-79.2426939087 42.0958118255),14701
236,Columbia Turnpike: West Tollgate House,Columbia,12/28/2000,00NR01579,-73.7603836551,42.2394051175,POINT (-73.7603836551 42.2394051175),12534
237,Queen's Castle,Seneca,06/01/1999,99NR01432,-76.881563764,42.5516296941,POINT (-76.881563764 42.5516296941),14841
238,Maxbilt Theater,Delaware,12/10/2014,14NR06584,-74.5305898947,42.1562171689,POINT (-74.5305898947 42.1562171689),12430
239,St. John's Church Complex,Delaware,07/21/1995,95NR00837,-74.9160974226,42.2790595495,POINT (-74.9160974226 42.2790595495),13753
240,First Presbyterian Society of Cape Vincent,Jefferson,02/05/2013,12NR06393,-76.3351222939,44.1278473527,POINT (-76.3351222939 44.1278473527),13618
241,"Rugge, A. S., House",Warren,09/29/1984,90NR02727,-73.6517094381,43.3136789111,POINT (-73.6517094381 43.3136789111),12801
242,Italy Valley Methodist Church,Yates,08/24/1994,94NR00672,-77.2921689399,42.6108685936,POINT (-77.2921689399 42.6108685936),14512
243,Delaware Avenue Methodist Episcopal Church,Erie,11/15/2003,01NR01805,-78.875216413,42.8936083699,POINT (-78.875216413 42.8936083699),14202
244,Pillsbury Mountain Fire Observation Station,Hamilton,09/09/2010,06NR05674,-74.4996049371,43.5840270294,POINT (-74.4996049371 43.5840270294),
245,Hadley Mountain Fire Observation Station,Saratoga,09/23/2001,00NR01667,-73.9620803188,43.3732898448,POINT (-73.9620803188 43.3732898448),
246,First United Presbyterian Church of Mumford,Monroe,04/01/2002,01NR01860,-77.8615708214,42.9921425204,POINT (-77.8615708214 42.9921425204),14511
247,"Burroughs, John, Riverby Study",Ulster,11/24/1968,90NR01057,-73.9567584844,41.8005732609,POINT (-73.9567584844 41.8005732609),12429
248,Moravia Union Cemetery,Cayuga,11/07/1995,95NR00879,-76.4173454117,42.7019569649,POINT (-76.4173454117 42.7019569649),13118
249,First Presbyterian Church,Tioga,12/07/2005,05NR05475,-76.492085758,42.2138365209,POINT (-76.492085758 42.2138365209),14883
250,Wesleyan Methodist Church,Seneca,08/29/1980,90NR02212,-76.7996762667,42.9108611215,POINT (-76.7996762667 42.9108611215),13148
251,"Smith, Augustus A., House [Germain House]",Wyoming,06/27/2007,06NR05668,-78.2780492428,42.8644950632,POINT (-78.2780492428 42.8644950632),14011
252,Colden Hill Farm,Orange,09/18/2020,20NR00065,-74.1302078324,41.540380948,POINT (-74.1302078324 41.540380948),12575
253,Disciples of Christ Church,Erie,05/22/2002,98NR01344,-78.7424316635,42.9636940814,POINT (-78.7424316635 42.9636940814),14221
254,St. Bartholomew's Protestant Episcopal Church and Rectory,Kings,04/23/1980,90NR01274,-73.9520571567,40.6781488466,POINT (-73.9520571567 40.6781488466),11216
255,Bates Cobblestone Farmhouse,Yates,05/11/1992,92NR00311,-77.2733056853,42.7596221198,POINT (-77.2733056853 42.7596221198),14544
256,Lescaze House,New York,05/19/1980,90NR00723,-73.9708467468,40.7544747177,POINT (-73.9708467468 40.7544747177),10017
257,Livingston Memorial Church and Burial Ground,Columbia,09/12/1985,90NR00238,-73.8467696278,42.1709388704,POINT (-73.8467696278 42.1709388704),12526
258,Marshall House,Ontario,04/26/1984,90NR02003,-77.2911101173,42.8807347844,POINT (-77.2911101173 42.8807347844),14424
259,Jefferson County Courthouse Complex,Jefferson,06/07/1974,90NR01153,-75.9142980783,43.9753089578,POINT (-75.9142980783 43.9753089578),13601
260,"Wait, F. W., House",Warren,09/29/1984,90NR02733,-73.6430628947,43.3165632772,POINT (-73.6430628947 43.3165632772),12801
261,Sand Beach Church,Cayuga,06/10/1975,90NR00098,-76.5466673525,42.9033958493,POINT (-76.5466673525 42.9033958493),13021
262,"Searle, Gardner & Company Cuff and Collar Factory",Rensselaer,01/15/2014,13NR06482,-73.6837687259,42.7463474635,POINT (-73.6837687259 42.7463474635),12180
263,Keith & Branch Ford Factory & Showroom,Essex,05/28/2013,13NR06436,-73.7752568609,44.3362899028,POINT (-73.7752568609 44.3362899028),12987
264,First National Bank of Rochester--Old Monroe County Savings Bank,Monroe,10/04/1985,90NR01490,-77.6133995631,43.1561918266,POINT (-77.6133995631 43.1561918266),14614
265,Williamsville Junior and Senior High School,Erie,05/12/2008,07NR05811,-78.7314571127,42.9671799543,POINT (-78.7314571127 42.9671799543),14221
266,Magen David Synagogue,Kings,04/15/2004,03NR05162,-73.9861438443,40.6151417208,POINT (-73.9861438443 40.6151417208),11204
267,Yates House,Schenectady,01/31/2019,18NR00068,-73.9082570462,42.858317173,POINT (-73.9082570462 42.858317173),12302
268,Pilgrim Furniture Company Factory,Ulster,05/04/2018,18NR00003,-74.0073524815,41.9256897813,POINT (-74.0073524815 41.9256897813),12401
269,First Baptist Church,Dutchess,07/25/2001,00NR01607,-73.9280074033,41.7051774327,POINT (-73.9280074033 41.7051774327),12601
270,Culver Randel House and Mill,Orange,05/20/1998,98NR01339,-74.3515983959,41.3417998425,POINT (-74.3515983959 41.3417998425),10921
271,Dutch Reformed Church,Orange,12/18/1970,90NR02316,-74.0083774251,41.5047893104,POINT (-74.0083774251 41.5047893104),12550
272,Rowe-Lant Farm,Columbia,03/23/2010,09NR06038,-73.535488283,42.4054357672,POINT (-73.535488283 42.4054357672),12060
273,Broadway-Livingston Avenue Historic District,Albany,01/07/1988,89NR00008,-73.7476834901,42.6582003565,POINT (-73.7476834901 42.6582003565),12207
274,Gaige Homestead,Schenectady,10/11/1984,90NR02623,-74.1519201838,42.7475258509,POINT (-74.1519201838 42.7475258509),12053
275,Menge House Complex,Herkimer,12/16/1996,96NR01052,-74.7695565007,43.0939010373,POINT (-74.7695565007 43.0939010373),13329
276,O'Brien General Store and Post Office,Dutchess,07/09/1987,90NR00342,-73.9511674796,41.9197959738,POINT (-73.9511674796 41.9197959738),12574
277,East Midwood Jewish Center,Kings,06/07/2006,06NR05561,-73.9551757597,40.6223880528,POINT (-73.9551757597 40.6223880528),11210
278,New York Cotton Exchange (India House),New York,01/07/1972,90NR00949,-74.0098353252,40.7045200534,POINT (-74.0098353252 40.7045200534),10004
279,Charlton Historic District,Saratoga,01/01/1976,90NR02586,-73.9646562091,42.9335346248,POINT (-73.9646562091 42.9335346248),12019
280,Pond Eddy Bridge,Sullivan,11/14/1988,90NR03118,-74.8197291359,41.4393452354,POINT (-74.8197291359 41.4393452354),12770
281,Knapp House,Tioga,03/16/1998,98NR01312,-76.1822908187,42.2234329551,POINT (-76.1822908187 42.2234329551),13811
282,Lent Homestead and Cemetery,Queens,02/02/1984,90NR01565,-73.8921769241,40.7732895078,POINT (-73.8921769241 40.7732895078),11370
283,Cherry Valley Historic District,Otsego,04/28/1988,90NR02192,-74.7510694884,42.7975759141,POINT (-74.7510694884 42.7975759141),13320
284,Miller Homestead,Clinton,07/28/1999,99NR01505,-73.5612149054,44.5245013018,POINT (-73.5612149054 44.5245013018),12972
285,Freer Cottage,Franklin,11/06/1992,90NR02968,-74.1316032592,44.317331263,POINT (-74.1316032592 44.317331263),12983
286,Batchellerville Presbyterian Church,Saratoga,06/16/2000,99NR01546,-74.0812961857,43.209331827,POINT (-74.0812961857 43.209331827),12134
287,"Flower, Roswell P., Memorial Library",Jefferson,01/10/1980,90NR01151,-75.9102995377,43.9729964281,POINT (-75.9102995377 43.9729964281),13601
288,Smith Estate - Longwood,Suffolk,12/10/1981,90NR01776,-72.9060017528,40.8681469307,POINT (-72.9060017528 40.8681469307),11961
289,Buffalo Gas Light Company Works,Erie,09/01/1976,90NR01232,-78.8829119925,42.8856986864,POINT (-78.8829119925 42.8856986864),14202
290,Cochecton Center Methodist Church,Sullivan,04/21/2000,00NR01590,-74.9844151147,41.6560715497,POINT (-74.9844151147 41.6560715497),12726
291,"Brewster, Oliver, House",Orange,03/08/1996,90NR03054,-74.0372431725,41.4401407336,POINT (-74.0372431725 41.4401407336),12518
292,"Herring-Cole Hall, Saint Lawrence University",St. Lawrence,05/01/1974,90NR02569,-75.1639211667,44.5923388624,POINT (-75.1639211667 44.5923388624),13617
293,Ten Broeck Stone House,Ulster,11/15/2002,02NR04932,-74.0099025138,41.9345176843,POINT (-74.0099025138 41.9345176843),12401
294,Stanley House,Livingston,08/31/1989,90NR01392,-77.6081388168,42.9050221983,POINT (-77.6081388168 42.9050221983),14485
295,St. Benedict Joseph Labre Parish,Queens,01/25/2007,06NR05644,-73.8288782587,40.692774444,POINT (-73.8288782587 40.692774444),11419
296,Franklin Square Historic District,Oswego,08/04/1982,90NR02152,-76.5159051241,43.4573911357,POINT (-76.5159051241 43.4573911357),13126
297,Fairchild Residence,Onondaga,02/14/1997,96NR01111,-76.1691170457,43.0326223862,POINT (-76.1691170457 43.0326223862),13207
298,Atlantic Avenue Subway Station (IRT),Kings,09/17/2004,04NR05282,-73.9779430225,40.684748113,POINT (-73.9779430225 40.684748113),11208
299,USS SAN DIEGO (Shipwreck Site),Suffolk,02/17/1998,98NR01368,-72.7896774937,40.644627355,POINT (-72.7896774937 40.644627355),11951
300,Avon Inn,Livingston,04/16/1991,90NR03024,-77.7432483874,42.9106908007,POINT (-77.7432483874 42.9106908007),14414
301,"Sousa, John Philip, House",Nassau,10/15/1966,90NR01727,-73.7300757838,40.843990988,POINT (-73.7300757838 40.843990988),11050
302,Mechanicville Hydroelectric Plant,Saratoga,11/13/1989,91NR00034,-73.6780909862,42.8771997661,POINT (-73.6780909862 42.8771997661),12118
303,Your Home Library,Broome,10/05/2005,05NR05451,-75.9492429255,42.1132379269,POINT (-75.9492429255 42.1132379269),13790
304,Camp Intermission,Franklin,11/06/1992,90NR02917,-74.1494716844,44.3502096252,POINT (-74.1494716844 44.3502096252),12983
305,Olana,Columbia,10/15/1966,90NR00232,-73.828549938,42.2146019196,POINT (-73.828549938 42.2146019196),
306,Cascadilla Boathouse,Tompkins,10/04/1991,91NR00137,-76.5086461428,42.4602250844,POINT (-76.5086461428 42.4602250844),14850-3208
307,Lattingtown Baptist Church,Ulster,10/20/2010,05NR05483,-74.0011342919,41.6438103416,POINT (-74.0011342919 41.6438103416),12542
308,Thompson AME Zion Church,Cayuga,04/02/1999,98NR01422,-76.5759454993,42.9232697348,POINT (-76.5759454993 42.9232697348),13021
309,Dutch Reformed Church of Gansevoort,Saratoga,01/20/1995,95NR00802,-73.6517934611,43.1982329007,POINT (-73.6517934611 43.1982329007),12831
310,Sofia Warehouse,New York,09/27/1984,90NR00858,-73.9833397747,40.7705074221,POINT (-73.9833397747 40.7705074221),10023
311,Botsford House,Greene,11/12/1993,93NR00508,-74.0252003407,42.4160781659,POINT (-74.0252003407 42.4160781659),12083
312,Renaissance Apartments,Kings,08/22/1995,95NR00838,-73.9501872622,40.6822961207,POINT (-73.9501872622 40.6822961207),11216
313,"Hand, Elias, House",Orange,08/28/1998,98NR01375,-74.0805369817,41.400527162,POINT (-74.0805369817 41.400527162),10930
314,New Amsterdam Theater,New York,01/10/1980,90NR00606,-73.9880459873,40.7559303105,POINT (-73.9880459873 40.7559303105),10036
315,Coltrane House,Suffolk,06/29/2007,06NR05643,-73.3237780503,40.7999392594,POINT (-73.3237780503 40.7999392594),11746
316,Neiderhurst,Rockland,07/12/1990,90NR03077,-73.9064574844,41.008661166,POINT (-73.9064574844 41.008661166),10964
317,"Walter, Peter D.,  House",Niagara,05/30/2007,07NR05706,-78.6980724352,43.1715779,POINT (-78.6980724352 43.1715779),14094
318,Kreiner Malting Elevator,Erie,12/08/2017,16NR00072,-78.8515741974,42.8698174182,POINT (-78.8515741974 42.8698174182),14210
319,"Pelton, Gideon, Farm",Orange,11/03/1995,95NR00885,-74.2390671455,41.5060799765,POINT (-74.2390671455 41.5060799765),12549
320,First Presbyterian Church of Delhi,Delaware,02/01/2006,05NR05474,-74.9225381267,42.2743093224,POINT (-74.9225381267 42.2743093224),13753
321,Seneca Park East and West [Seneca Park and Maplewood Park],Monroe,09/26/2003,03NR05052,-77.6226889741,43.1986855027,POINT (-77.6226889741 43.1986855027),14613
322,Sagamore Hotel Complex,Warren,07/21/1983,90NR02689,-73.6616133632,43.5818051658,POINT (-73.6616133632 43.5818051658),12814
323,Shay's Warehouse and Stable,Dutchess,02/27/1987,90NR00316,-73.9493054571,41.5871807248,POINT (-73.9493054571 41.5871807248),12590
324,"Wilson, Aaron, House",Seneca,05/30/2001,01NR01757,-76.8323571169,42.6465572176,POINT (-76.8323571169 42.6465572176),14521
325,Parry House,Orange,11/23/1982,90NR02332,-73.9624412233,41.3690912797,POINT (-73.9624412233 41.3690912797),10928
326,Alexander Classical School,Genesee,10/25/1973,90NR00532,-78.259361969,42.902195871,POINT (-78.259361969 42.902195871),14005
327,Astor Home for Children,Dutchess,07/09/1987,90NR00455,-73.9134560001,41.9229580941,POINT (-73.9134560001 41.9229580941),12572
328,"Hobart, James, House",Yates,08/24/1994,94NR00682,-77.2131818718,42.6959673746,POINT (-77.2131818718 42.6959673746),14507
329,Attica Market & Main Historic District,Wyoming,05/01/2013,12NR06343,-78.2840716194,42.8645582517,POINT (-78.2840716194 42.8645582517),14011
330,Tuckahoe High School,Westchester,02/24/2010,07NR05831,-73.8120539858,40.9430925941,POINT (-73.8120539858 40.9430925941),10709
331,Rock Hall,Nassau,11/21/1976,90NR01714,-73.7341931786,40.6092408614,POINT (-73.7341931786 40.6092408614),11559
332,Larzelere Tavern,Yates,12/19/1997,97NR01256,-77.1621369671,42.6268261707,POINT (-77.1621369671 42.6268261707),14418
333,"Geiger, Elias, House",Livingston,04/12/2006,05NR05540,-77.7262488145,42.5177135117,POINT (-77.7262488145 42.5177135117),14437
334,Belcher-Holden Farm,Tioga,12/15/1997,97NR01269,-76.204615248,42.1908044677,POINT (-76.204615248 42.1908044677),13811
335,Blinn-Pulver Farmhouse,Columbia,02/12/2003,02NR04987,-73.6031963847,42.3491871854,POINT (-73.6031963847 42.3491871854),12037
336,Morton Memorial Library,Dutchess,07/09/1987,90NR00341,-73.9511509264,41.9189125355,POINT (-73.9511509264 41.9189125355),12574
337,Phoenix Building,Monroe,08/07/1974,90NR01531,-77.5151607747,43.0904419459,POINT (-77.5151607747 43.0904419459),14534
338,Customs House,Wayne,05/06/1980,90NR02290,-76.9932172607,43.2667664406,POINT (-76.9932172607 43.2667664406),14555
339,"East 92nd Street, Houses at 120 and 122",New York,10/29/1982,90NR00889,-73.9536245318,40.7834190693,POINT (-73.9536245318 40.7834190693),10128
