LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
SUFFOLK,7-ELEVEN,251 W. MONTAUK HWY.,LINDENHURST,NY,11757,BABYLON,SUFFOLK,CONVENIENCE STORE,11/10/2020,"251 W. MONTAUK HWY.
LINDENHURST, NY 11757
(40.675613019000025, -73.36960601299995)"
CHEMUNG,DOLLAR GENERAL #15843 PINE VALLEY,3622 WATKINS ROAD,PINE VALLEY,NY,14872,VETERAN,CHEMUNG,CONVENIENCE STORE,11/10/2020,"3622 WATKINS ROAD
PINE VALLEY, NY 14872
(42.22284249100005, -76.84631123899999)"
GLENS FALLS DO,SMOKE & SAVE,MAIN STREET,HUDSON FALLS,NY,12839,KINGSBURY,WASHINGTON,TOBACCO RETAIL,11/10/2020,"MAIN STREET
HUDSON FALLS, NY 12839
(43.30795052500008, -73.58154219899995)"
ERIE,BAILEY EXPRESS MARKET,3343 BAILEY AVENUE,BUFFALO,NY,14215,BUFFALO,ERIE,CONVENIENCE STORE,11/10/2020,"3343 BAILEY AVENUE
BUFFALO, NY 14215
(42.94595501100008, -78.81338197699995)"
NYC,EL SUPER BARATILLO CORP.,4806 46TH STREET,WOODSIDE,NY,11377,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"4806 46TH STREET
WOODSIDE, NY 11377
(40.73915999900004, -73.91962297899994)"
GENEVA DO,DOLLAR GENERAL 6948,252 LAKE STREET PLAZA,PENN YAN,NY,14527,BENTON,YATES,DISCOUNT STORE,11/10/2020,"252 LAKE STREET PLAZA
PENN YAN, NY 14527
(42.653489999000044, -77.05861998599994)"
NYC,THE STOP & SHOP SUPERMARKET COMPANY LLC,4343 AMBOY ROAD,STATEN ISLAND,NY,10312,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"4343 AMBOY ROAD
STATEN ISLAND, NY 10312
(40.54605000200007, -74.16044603799998)"
NYC,"MARS DELI, INC",4406 48TH AVENUE,WOODSIDE,NY,11377,QUEENS,NEW YORK CITY,BAR/LOUNGE,11/10/2020,"4406 48TH AVENUE
WOODSIDE, NY 11377
(40.73935001700005, -73.92089803399995)"
HERKIMER DO,CAMPERS CORNER STORE,3044 STATE HIGHWAY 29A,CAROGA LAKE,NY,13032,CAROGA,FULTON,CONVENIENCE STORE,11/10/2020,"3044 STATE HIGHWAY 29A
CAROGA LAKE, NY 13032
(43.12600000900005, -74.46699000599995)"
WESTCHESTER,MTD HOLDING CORP.,1143 EAST MAIN STREET,SHRUB OAK,NY,10588,YORKTOWN,WESTCHESTER,DELICATESSEN,11/10/2020,"1143 EAST MAIN STREET
SHRUB OAK, NY 10588
(41.32926899100005, -73.83051203299993)"
NYC,71 DELI & GRILL INC,7102 NEW UTRECHT AVENUE,BROOKLYN,NY,1122,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"7102 NEW UTRECHT AVENUE
BROOKLYN, NY 1122
(40.61887998200007, -73.99923395999997)"
NASSAU,BP / MUKTIN 39 PETROLEUM INC.,39 JERICHO TURNPIKE,JERICHO,NY,11753,OYSTER BAY,NASSAU,CONVENIENCE/GAS,11/10/2020,"39 JERICHO TURNPIKE
JERICHO, NY 11753
(40.777451832000054, -73.56510899699998)"
BROOME,LOVE'S TRAVEL STOP & COUNTRY STORE,2 INDUSTRIAL PARK DRIVE,BINGHAMTON,NY,13904,KIRKWOOD,BROOME,CONVENIENCE/GAS,11/10/2020,"2 INDUSTRIAL PARK DRIVE
BINGHAMTON, NY 13904
(42.10162499100005, -75.83582000599995)"
NYC,D & H DELI GROCERY CORP,11232 ROCKAWAY BEACH BOULEVARD,ROCKAWAY PARK,NY,11694,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"11232 ROCKAWAY BEACH BOULEVARD
ROCKAWAY PARK, NY 11694
(40.58063997900007, -73.83454699699996)"
MONROE,CLINTON GROCERY,819 NORTH CLINTON  STREET,ROCHESTER,NY,14605,ROCHESTER,MONROE,CONVENIENCE STORE,11/10/2020,"819 NORTH CLINTON  STREET
ROCHESTER, NY 14605
(43.17345398600003, -77.61304600099999)"
SUFFOLK,RITE AID,101 MAIN STREET,SAYVILLE,NY,11782,ISLIP,SUFFOLK,PHARMACY,11/10/2020,"101 MAIN STREET
SAYVILLE, NY 11782
(40.73547099800004, -73.08406298699998)"
HERKIMER DO,"AVADHOOT, INC.",464 NORTH PERRY  STREET,JOHNSTOWN,NY,12095,JOHNSTOWN,FULTON,CONVENIENCE/GAS,11/10/2020,"464 NORTH PERRY  STREET
JOHNSTOWN, NY 12095
(43.02608001200008, -74.36641001799995)"
OSWEGO,SPEEDY'S 102,2634 STATE ROUTE 49,WEST MONROE,NY,13167,W. MONROE,OSWEGO,CONVENIENCE/GAS,11/10/2020,"2634 STATE ROUTE 49
WEST MONROE, NY 13167
(43.28602399400006, -76.09407197499996)"
NYC,"ALEGRIA GROCERY DELI, CORP.",1797 PROSPECT PLACE,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1797 PROSPECT PLACE
BROOKLYN, NY 11233
(40.67259000200005, -73.91657598999996)"
NYC,CLARENDON OF THE KINGS DELI AND GRILL INC.,3522 CLARENDON ROAD,BROOKLYN,NY,11203,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"3522 CLARENDON ROAD
BROOKLYN, NY 11203
(40.64344000600005, -73.94315500499994)"
NYC,METROPOLITAN CLUB INC,1 EAST 60TH STREET,NEW YORK,NY,10022,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1 EAST 60TH STREET
NEW YORK, NY 10022
(40.76481000600006, -73.97212101799994)"
ULSTER,SMOKERS CHOICE,1 ULSTER AVENUE,SAUGERTIES,NY,12477,SAUGERTIES,ULSTER,TOBACCO RETAIL,11/10/2020,"1 ULSTER AVENUE
SAUGERTIES, NY 12477
(42.07853572300007, -73.95455674599998)"
NASSAU,VAPETECH,439 HEMPSTEAD  AVENUE,WEST HEMPSTEAD,NY,11552,HEMPSTEAD,NASSAU,OTHER,11/10/2020,"439 HEMPSTEAD  AVENUE
WEST HEMPSTEAD, NY 11552
(40.69766501000004, -73.65331600099995)"
NYC,CRYSTAL CORNER DELI & GROCERY CORP,7020 CENTRAL AVENUE,GLENDALE,NY,11385,QUEENS,NEW YORK CITY,OTHER,11/10/2020,"7020 CENTRAL AVENUE
GLENDALE, NY 11385
(40.70444001800007, -73.88121097999993)"
MONROE,BYRNE DAIRY #117,2295 SPENCERPORT RD ROAD,ROCHESTER,NY,14606,GATES,MONROE,CONVENIENCE STORE,11/10/2020,"2295 SPENCERPORT RD ROAD
ROCHESTER, NY 14606
(43.17799635000006, -77.75235941999995)"
SENECA,WALGREENS #12443,1913 ROUTES 5 & 20,"WATERLOO, NY  13165",NY,13165,SENECA FALLS,SENECA,CONVENIENCE STORE,11/10/2020,"1913 ROUTES 5 & 20
WATERLOO, NY  13165, NY 13165
(42.903230019000034, -76.83761996099997)"
NASSAU,SHELL ( STATION # 2003TRO1642 ) / SYOSSET GAS INC.,7 JACKSON  AVENUE,SYOSSET,NY,11791,OYSTER BAY,NASSAU,CONVENIENCE/GAS,11/10/2020,"7 JACKSON  AVENUE
SYOSSET, NY 11791
(40.82587598400005, -73.50184000699994)"
NYC,SAMMY 194 GROCERY CANDY CORP.,341 EAST 194TH STREET,BRONX,NY,10458,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"341 EAST 194TH STREET
BRONX, NY 10458
(40.86412001000008, -73.89109299199998)"
NASSAU,TRAINING DELI,123 MAIN  STREET,MINEOLA,NY,11501,N. HEMPSTEAD,NASSAU,DELICATESSEN,11/10/2020,"123 MAIN  STREET
MINEOLA, NY 11501
(40.74275654000007, -73.63917127199994)"
LIVINGSTON,NEW VILLAGE MART,19 CLARA-BARTON STREET,DANSVILLE,NY,14437,N. DANSVILLE,LIVINGSTON,CONVENIENCE/GAS,11/10/2020,"19 CLARA-BARTON STREET
DANSVILLE, NY 14437
(42.55901999900004, -77.69525000699997)"
MONROE,KUMAR GASOLINE CORPORATION,115  NORTH MAIN STREET,HONEOYE FALLS,NY,14472,MENDON,MONROE,CONVENIENCE/GAS,11/10/2020,"115  NORTH MAIN STREET
HONEOYE FALLS, NY 14472
(42.95970401400007, -77.58852599999994)"
HORNELL DO,MICHAEL JOHN'S MINI MARKET & DELI,7499 SENECA ROAD NORTH,HORNELL,NY,14843,HORNELLSVILLE,STEUBEN,CONVENIENCE/GAS,11/10/2020,"7499 SENECA ROAD NORTH
HORNELL, NY 14843
(42.36377999300004, -77.66899000699993)"
MONROE,TOPS # 460,285 UPPER FALLS BOULEVARD,ROCHESTER,NY,14605,ROCHESTER,MONROE,GROCERY SUPERMARKET,11/10/2020,"285 UPPER FALLS BOULEVARD
ROCHESTER, NY 14605
(43.16987399200008, -77.60988803499998)"
NYC,MAHANT 979 INC,979 1ST AVENUE,NEW YORK,NY,10022,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"979 1ST AVENUE
NEW YORK, NY 10022
(40.756240012000035, -73.96465802299997)"
NIAGARA,RITE AID #00758,8015 NIAGARA FALLS BOULEVARD,NIAGARA FALLS,NY,14304,NIAGARA FALLS,NIAGARA,PHARMACY,11/10/2020,"8015 NIAGARA FALLS BOULEVARD
NIAGARA FALLS, NY 14304
(43.08872300300004, -78.97195601799996)"
MONROE,DOLLAR GENERAL STORE #8558,822 LAKE  AVENUE,ROCHESTER,NY,14613,ROCHESTER,MONROE,DISCOUNT STORE,11/10/2020,"822 LAKE  AVENUE
ROCHESTER, NY 14613
(43.18011500100005, -77.63103599499993)"
SUFFOLK,JIMMY JIM'S DELI,3348 NOYACK RD.,SAG HARBOR,NY,11963,SOUTHAMPTON,SUFFOLK,DELICATESSEN,11/10/2020,"3348 NOYACK RD.
SAG HARBOR, NY 11963
(40.99442621400004, -72.34433330199994)"
MONROE,MNS MINI MART,488 JOSEPH AVENUE,ROCHESTER,NY,14605,ROCHESTER,MONROE,CONVENIENCE STORE,11/10/2020,"488 JOSEPH AVENUE
ROCHESTER, NY 14605
(43.172904008000046, -77.60713499899998)"
NYC,277 SUPERMARKET CORP,277 SUTTER AVENUE,BROOKLYN,NY,11212,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"277 SUTTER AVENUE
BROOKLYN, NY 11212
(40.66732000600007, -73.90979796399995)"
OSWEGO,BUCKINGHAM MARKET,45 REDFIELD STREET,CONSTANTIA,NY,13044,CONSTANTIA,OSWEGO,GROCERY SUPERMARKET,11/10/2020,"45 REDFIELD STREET
CONSTANTIA, NY 13044
(43.250406018000035, -76.00352403499994)"
ONONDAGA,BALDWINSVILLE SMOKE SHOP,39.5 EAST GENESEE STREET,BALDWINSVILLE,NY,13027,LYSANDER,ONONDAGA,TOBACCO RETAIL,11/10/2020,"39.5 EAST GENESEE STREET
BALDWINSVILLE, NY 13027
(43.15880200000004, -76.33240401599994)"
NYC,LAST STOP CONVENIENCE STORE CORP,3700 JEROME  AVENUE,BRONX,NY,10467,BRONX,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"3700 JEROME  AVENUE
BRONX, NY 10467
(40.886570015000075, -73.87812099099995)"
ALBANY,HOUSE OF GLASS ALBANY,845 MADISON AVENUE,ALBANY,NY,12208,ALBANY,ALBANY,TOBACCO RETAIL,11/10/2020,"845 MADISON AVENUE
ALBANY, NY 12208
(42.66089599700007, -73.78202699799994)"
ROCKLAND,ATS NEWS & GROCERY,483 KINGS HIGHWAY,VALLEY COTTAGE,NY,10989,CLARKSTOWN,ROCKLAND,CONVENIENCE STORE,11/10/2020,"483 KINGS HIGHWAY
VALLEY COTTAGE, NY 10989
(41.119640987000025, -73.94949197499994)"
NYC,AMEER FOOD CORP,748 SAINT NICHOLAS AVENUE,NEW YORK,NY,10031,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"748 SAINT NICHOLAS AVENUE
NEW YORK, NY 10031
(40.82547998100006, -73.94347603199998)"
WATERTOWN DO,GENERAL STORE OF WATERTOWN (THE),816   BRADLEY  STREET,WATERTOWN,NY,13601,WATERTOWN,JEFFERSON,CONVENIENCE STORE,11/10/2020,"816   BRADLEY  STREET
WATERTOWN, NY 13601
(43.989134996000075, -75.91480603299993)"
NYC,"OH, SUN LYE",S/E/C EAST 70TH ST & YORK AVENUE,NEW YORK,NY,10021,MANHATTAN,NEW YORK CITY,STAND,11/10/2020,"S/E/C EAST 70TH ST & YORK AVENUE
NEW YORK, NY 10021
(40.765550044000065, -73.95469990299995)"
MONROE,NICE ASH CIGARS,36 JEFFERSON  AVENUE,FAIRPORT,NY,14450,PERINTON,MONROE,TOBACCO RETAIL,11/10/2020,"36 JEFFERSON  AVENUE
FAIRPORT, NY 14450
(43.100038992000066, -77.46166103399997)"
SUFFOLK,AMOCO,292 RONKONK.AVE&EXPRESS DR.NORTH,RONKONKOMA,NY,1,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"292 RONKONK.AVE&EXPRESS DR.NORTH
RONKONKOMA, NY 1
(40.81302789100005, -73.13010280899994)"
ALLEGANY,SOUTH STREET MART/PUJARI,18 SOUTH STREET,CUBA,NY,14727,CUBA,ALLEGANY,CONVENIENCE/GAS,11/10/2020,"18 SOUTH STREET
CUBA, NY 14727
(42.216548008000075, -78.27591196599997)"
DUTCHESS,ALEX FOOD & GROCERY II,108 SMITH STREET,POUGHKEEPSIE,NY,12601,POUGHKEEPSIE,DUTCHESS,CONVENIENCE STORE,11/10/2020,"108 SMITH STREET
POUGHKEEPSIE, NY 12601
(41.70587200800003, -73.91626401499997)"
RENSSELAER,HANNAFORD FOOD & DRUG #392,40 MAIN AVENUE,WYNANTSKILL,NY,12198,NO. GREENBUSH,RENSSELAER,GROCERY SUPERMARKET,11/10/2020,"40 MAIN AVENUE
WYNANTSKILL, NY 12198
(42.697497002000034, -73.64993901599996)"
HERKIMER DO,FUEL & FOOD CITGO,3006 STATE HIGHWAY 30,GLOVERSVILLE,NY,12078,MAYFIELD,FULTON,CONVENIENCE/GAS,11/10/2020,"3006 STATE HIGHWAY 30
GLOVERSVILLE, NY 12078
(43.07765998100007, -74.26114001999997)"
SUFFOLK,USA,2840 POND RD & ROSEVALE AVE,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"2840 POND RD & ROSEVALE AVE
RONKONKOMA, NY 11779
(40.81796003100004, -73.11822988699998)"
SUFFOLK,JACK SPOT DELI & LOTTO,534-2 WILLIAM FLOYD PKWY,SHIRLEY,NY,11967,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,11/10/2020,"534-2 WILLIAM FLOYD PKWY
SHIRLEY, NY 11967
(40.79895599300005, -72.86673800699998)"
NYC,"ISLAND GROCERY OF S.I., INC.",1980 VICTORY BOULEVARD,STATEN ISLAND,NY,10314,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1980 VICTORY BOULEVARD
STATEN ISLAND, NY 10314
(40.61230002000008, -74.12976600899998)"
RENSSELAER,CUMBERLAND FARMS #1619,RT 22 & 43 ROUTE,STEPHENTOWN,NY,12168,STEPHENTOWN,RENSSELAER,CONVENIENCE STORE,11/10/2020,"RT 22 & 43 ROUTE
STEPHENTOWN, NY 12168
(42.54779005100005, -73.36877989299995)"
WESTCHESTER,S. Y. SAW MILL FARM & GROCERY,317 SAW MILL RIVER ROAD,YONKERS,NY,10701,YONKERS,WESTCHESTER,GROCERY SUPERMARKET,11/10/2020,"317 SAW MILL RIVER ROAD
YONKERS, NY 10701
(40.94759880200007, -73.87666733299994)"
WESTCHESTER,D & T DELI INC.,251 MCLEAN AVENUE,YONKERS,NY,10705,YONKERS,WESTCHESTER,DELICATESSEN,11/10/2020,"251 MCLEAN AVENUE
YONKERS, NY 10705
(40.911654998000074, -73.89056602199997)"
NYC,COMMUNITY ONE GROCERY & CANDY CORP,353 EAST 14TH STREET,NEW YORK,NY,10003,MANHATTAN,NEW YORK CITY,BAR/LOUNGE,11/10/2020,"353 EAST 14TH STREET
NEW YORK, NY 10003
(40.73159000900006, -73.98276100599998)"
NASSAU,"GLEN COVE BEER DISTRIBUTORS / ARROM DISTRIBUTORS,",167 SEA CLIFF AVENUE,GLEN COVE,NY,11542,GLEN COVE,NASSAU,LIQUOR/BEVERAGE STORE,11/10/2020,"167 SEA CLIFF AVENUE
GLEN COVE, NY 11542
(40.850242009000056, -73.63468302999996)"
OSWEGO,GARAFOLO'S IMPORTING CO,155 EAST BRIDGE STREET,OSWEGO,NY,13126,OSWEGO,OSWEGO,GROCERY SUPERMARKET,11/10/2020,"155 EAST BRIDGE STREET
OSWEGO, NY 13126
(43.46017001800004, -76.49973203299999)"
NYC,NATURE SUPERMARKET CORP,612 NOSTRAND  AVENUE,BROOKLYN,NY,11216,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"612 NOSTRAND  AVENUE
BROOKLYN, NY 11216
(40.67754001900005, -73.94990897499997)"
ERIE,MARINA MARKET,31 MARINE DRIVE,BUFFALO,NY,14202,BUFFALO,ERIE,DELICATESSEN,11/10/2020,"31 MARINE DRIVE
BUFFALO, NY 14202
(42.879486979000035, -78.88123096799995)"
NASSAU,WALGREENS ( STORE # 04845 ) / WALGREEN EASTERN CO.,89 HENRY  STREET,FREEPORT,NY,11520,HEMPSTEAD,NASSAU,PHARMACY,11/10/2020,"89 HENRY  STREET
FREEPORT, NY 11520
(40.655276007000055, -73.57873298899995)"
NYC,165 DELI GROCERY CORP,2119 AMSTERDAM AVENUE,NEW YORK,NY,10032,MANHATTAN,NEW YORK CITY,OTHER,11/10/2020,"2119 AMSTERDAM AVENUE
NEW YORK, NY 10032
(40.83794001500007, -73.93809501699997)"
NYC,UTICA DELI GOURMET 1 CORP,260 UTICA  AVENUE,BROOKLYN,NY,11213,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"260 UTICA  AVENUE
BROOKLYN, NY 11213
(40.66958001800003, -73.93119696199994)"
ERIE,JOHN'S CORNER STORE,5470 CAMP ROAD,HAMBURG,NY,14075,HAMBURG,ERIE,CONVENIENCE STORE,11/10/2020,"5470 CAMP ROAD
HAMBURG, NY 14075
(42.73898700400008, -78.84528601499994)"
NYC,DCR PETROLEUM CORP,69-08 ELIOT AVENUE,MIDDLE VILLAGE,NY,11379,QUEENS,NEW YORK CITY,GAS STATION,11/10/2020,"69-08 ELIOT AVENUE
MIDDLE VILLAGE, NY 11379
(40.71938998100006, -73.89071697999998)"
NYC,AVE D & 8ST DELI CORP,113 D AVENUE,NEW YORK,NY,10009,MANHATTAN,NEW YORK CITY,DELICATESSEN,11/10/2020,"113 D AVENUE
NEW YORK, NY 10009
(40.72626245200007, -73.98345479799997)"
NYC,NIHA MINI MART INC,6302 BROADWAY,WOODSIDE,NY,11377,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"6302 BROADWAY
WOODSIDE, NY 11377
(40.749820019000026, -73.89914800099996)"
NYC,"JASANI, RAHIM",S/W/C WEST 53RD ST & 7TH AVENUE,MANHATTAN,NY,10019,MANHATTAN,NEW YORK CITY,STAND,11/10/2020,"S/W/C WEST 53RD ST & 7TH AVENUE
MANHATTAN, NY 10019
(40.76296003600004, -73.98189993299997)"
RENSSELAER,GLEN RIVER DELI GROCERY,867 RIVER STREET,TROY,NY,12180,TROY,RENSSELAER,CONVENIENCE STORE,11/10/2020,"867 RIVER STREET
TROY, NY 12180
(42.751920993000056, -73.68276397399995)"
DUTCHESS,"JERRICK'S LOWER EAST SIDE (JERRICK DRUGS, INC.)",1545 ROUTE 52,FISHKILL,NY,12524,FISHKILL,DUTCHESS,CONVENIENCE STORE,11/10/2020,"1545 ROUTE 52
FISHKILL, NY 12524
(41.54465200900006, -73.87421502399997)"
NYC,AA SUPER DELI CORP,124-32 ROCKAWAY  BOULEVARD,SOUTH OZONE PARK,NY,11420,QUEENS,NEW YORK CITY,DELICATESSEN,11/10/2020,"124-32 ROCKAWAY  BOULEVARD
SOUTH OZONE PARK, NY 11420
(40.67521999200005, -73.81277902699998)"
ONONDAGA,"SMART CITY MARKET, INC",500 OAKWOOD AVENUE,SYRACUSE,NY,13205,SYRACUSE,ONONDAGA,CONVENIENCE STORE,11/10/2020,"500 OAKWOOD AVENUE
SYRACUSE, NY 13205
(43.03375201000006, -76.14537802299998)"
MONROE,SUNOCO A+ MINI MART,2075 E RIDGE RD,ROCHESTER,NY,14622,IRONDEQUOIT,MONROE,CONVENIENCE/GAS,11/10/2020,"2075 E RIDGE RD
ROCHESTER, NY 14622
(43.20315601500005, -77.56212501699997)"
NYC,SHABAD DELI & GROCERY CORP.,2387 STILLWELL AVENUE,BROOKLYN,NY,11223,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"2387 STILLWELL AVENUE
BROOKLYN, NY 11223
(40.58921001400006, -73.98365200199999)"
NYC,"PEDRO, FANA",36-63 34TH STREET,LONG ISLAND CITY,NY,11106,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"36-63 34TH STREET
LONG ISLAND CITY, NY 11106
(40.75381998900008, -73.92852699099996)"
CAYUGA,BAYSIDE GROCERY,537 MAIN STREET,FAIR HAVEN,NY,13064,STERLING,CAYUGA,GROCERY SUPERMARKET,11/10/2020,"537 MAIN STREET
FAIR HAVEN, NY 13064
(43.31598099900003, -76.70443202199993)"
NYC,MELO MANIA DELI FOOD CORP.,663 ALLERTON  AVENUE,BRONX,NY,10467,BRONX,NEW YORK CITY,DELICATESSEN,11/10/2020,"663 ALLERTON  AVENUE
BRONX, NY 10467
(40.865550004000056, -73.86876896699994)"
NYC,FIVE STAR FOOD MARKET INC.,170-26 HILLSIDE AVENUE,JAMAICA,NY,11432,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"170-26 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71124998000005, -73.79105003299998)"
MONTICELLO DO,WALGREENS- LIBERTY,1934 ROUTE 52 EAST,LIBERTY,NY,12754,LIBERTY,SULLIVAN,PHARMACY,11/10/2020,"1934 ROUTE 52 EAST
LIBERTY, NY 12754
(41.78468499000007, -74.71946499999996)"
PUTNAM,LA GUADALUPANA MINI MART,70 MAIN STREET,BREWSTER,NY,10509,SOUTHEAST,PUTNAM,DELICATESSEN,11/10/2020,"70 MAIN STREET
BREWSTER, NY 10509
(41.394520011000054, -73.61808996399998)"
ONEIDA,HAVER'S NICE & EASY,12200 STATE ROUTE 8,POLAND,NY,13309,DEERFIELD,ONEIDA,CONVENIENCE/GAS,11/10/2020,"12200 STATE ROUTE 8
POLAND, NY 13309
(43.230280021000056, -75.08094999699995)"
SUFFOLK,7-ELEVEN #25150B,3000 NORTH OCEAN AVE,FARMINGVILLE,NY,11738,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,11/10/2020,"3000 NORTH OCEAN AVE
FARMINGVILLE, NY 11738
(40.830764017000035, -73.02194302599997)"
NASSAU,MAZIKA HOOKAH LOUNGE,143 HEMPSTEAD TURNPIKE,WEST HEMPSTEAD,NY,11552,HEMPSTEAD,NASSAU,BAR/LOUNGE,11/10/2020,"143 HEMPSTEAD TURNPIKE
WEST HEMPSTEAD, NY 11552
(40.70478899900007, -73.64377496499998)"
NYC,FAMILIA GROCERY STORE,143-02 LAKEWOOD AVENUE,JAMAICA,NY,11435,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"143-02 LAKEWOOD AVENUE
JAMAICA, NY 11435
(40.68859998200003, -73.80430802399997)"
SUFFOLK,BOLLA,315 RTE 112,PORT JEFF SATION,NY,11,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"315 RTE 112
PORT JEFF SATION, NY 11
(40.932154996000065, -73.05261198999995)"
ONEONTA DO,HOMETOWN DELI & GROCERY,61 SPRUCE STREET,ONEONTA,NY,13820,ONEONTA,OTSEGO,DELICATESSEN,11/10/2020,"61 SPRUCE STREET
ONEONTA, NY 13820
(42.46091407900008, -75.06224975199996)"
ONONDAGA,DELTA SONIC CARWASH SYSTEMS,3720 BREWERTON ROAD,NORTH SYRACUSE,NY,13212,SALINA,ONONDAGA,CONVENIENCE/GAS,11/10/2020,"3720 BREWERTON ROAD
NORTH SYRACUSE, NY 13212
(43.11758600300004, -76.14400900699997)"
WESTCHESTER,GRAND FOOD MART CORP.,37 WEST GRAND STREET,MT. VERNON,NY,10552,MT. VERNON,WESTCHESTER,DELICATESSEN,11/10/2020,"37 WEST GRAND STREET
MT. VERNON, NY 10552
(40.92554158400003, -73.83780249599994)"
NYC,SPEEDWAY L.L.C.,7733 QUEENS BOULEVARD,ELMHURST,NY,11373,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"7733 QUEENS BOULEVARD
ELMHURST, NY 11373
(40.738789980000035, -73.88596301599995)"
NYC,M.I. TELECOM INC,37-70 74TH STREET,JACKSON HEIGHTS,NY,11372,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"37-70 74TH STREET
JACKSON HEIGHTS, NY 11372
(40.747020003000046, -73.89159397899994)"
NASSAU,SMITH STREET DELICATESSEN / SMITH STREET DELI INC.,241 SMITH STREET,MERRICK,NY,11566,HEMPSTEAD,NASSAU,DELICATESSEN,11/10/2020,"241 SMITH STREET
MERRICK, NY 11566
(40.66429278100003, -73.56229676199996)"
NYC,1902 NEW WAY GOURMET DELI INC,1902 7TH AVENUE,NEW YORK,NY,10026,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1902 7TH AVENUE
NEW YORK, NY 10026
(40.80278442200006, -73.95300300899999)"
WESTCHESTER,457 A & S GOURMET DELI INC.,457 SOUTH BROADWAY,YONKERS,NY,10705,YONKERS,WESTCHESTER,DELICATESSEN,11/10/2020,"457 SOUTH BROADWAY
YONKERS, NY 10705
(40.91776635900004, -73.89669730099996)"
NYC,DOMINGUEZ GROCERY,1004 FLUSHING  AVENUE,BROOKLYN,NY,11237,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1004 FLUSHING  AVENUE
BROOKLYN, NY 11237
(40.703770011000074, -73.93083603799994)"
MONROE,PASSARO'S DELI & GROCERY,1407 CLIFFORD AVE,ROCHESTER,NY,14621,ROCHESTER,MONROE,CONVENIENCE STORE,11/10/2020,"1407 CLIFFORD AVE
ROCHESTER, NY 14621
(43.17542201500004, -77.58448298899998)"
WESTCHESTER,LISA & ANTHONY INC.,137 LARCHMONT  AVENUE,LARCHMONT,NY,10538,MAMARONECK,WESTCHESTER,DELICATESSEN,11/10/2020,"137 LARCHMONT  AVENUE
LARCHMONT, NY 10538
(40.928407992000075, -73.75206102299995)"
ERIE,DELTA SONIC #1811,1355 NIAGARA FALLS  BOULEVARD,AMHERST,NY,14226,AMHERST,ERIE,CONVENIENCE/GAS,11/10/2020,"1355 NIAGARA FALLS  BOULEVARD
AMHERST, NY 14226
(42.99135097900006, -78.82130295899998)"
NYC,QUICK STOP TOBACCO SHOP CORP.,107 CLINTON STREET,NEW YORK,NY,10002,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"107 CLINTON STREET
NEW YORK, NY 10002
(40.718109981000055, -73.98568796599994)"
